,title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
990,My Cousin Rachel,Fox Searchlight,Drama,14.814806251854932,302828,191,2017,1559.65,243.79,1622.0
991,Mayweather vs. McGregor,Fathom Events,Concert/Perfor...,14.778754720626313,292105,192,2017,1024.65,205.16,1633.0
992,Hacksaw Ridge,Lionsgate,Drama,14.772194392397674,290195,193,2017,734.7,188.26,1635.0
993,A Question of Faith,Pure Flix Enterta...,Drama,14.766037292245896,288413,194,2017,1191.57,229.07,1637.0
994,Is Genesis History?,Fathom Events,Documentary,14.759554579627736,286550,195,2017,683.48,265.43,1641.0
995,Hazlo Como Hombre,Lionsgate,Comedy,14.745409082432458,282525,196,2017,1124.81,294.37,1647.0
996,Doctor Strange,Walt Disney,Action,14.745360940836175,282511,197,2017,608.99,279.56,1648.0
997,LBJ,Electric Entertai...,Drama,14.719195368022786,275215,198,2017,1710.71,219.83,1655.0
998,Tulip Fever,Weinstein Co.,Drama,14.713895941569593,273761,199,2017,1610.0,283.9,1656.0
999,The Salesman,Cohen Media Group,Drama,14.6918401746552,267788,200,2017,1224.06,236.12,1670.0
1000,Black Panther,Walt Disney,Action,20.36667598367308,76845177,1,2018,680.89,211.55,4.0
1001,Avengers: Infinity War,Walt Disney,Action,20.335859898960535,74513225,2,2018,1618.19,236.79,5.0
1002,Incredibles 2,Walt Disney,Adventure,20.226641798263465,66803704,3,2018,1526.43,275.06,7.0
1003,Jurassic World: Fallen Kingdom,Universal,Action,19.850321335027914,45852883,4,2018,662.92,323.5,20.0
1004,Deadpool 2,20th Century Fox,Action,19.597835458510826,35621600,5,2018,1586.36,265.09,49.0
1005,Dr. Seuss' The Grinch,Universal,Adventure,19.400060484428202,29229463,6,2018,1849.12,206.04,56.0
1006,Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,19.277248473179338,25851411,7,2018,1046.77,210.52,65.0
1007,Mission: Impossible—Fallout,Paramount Pictures,Action,19.20986104293353,24166751,8,2018,1760.98,203.18,78.0
1008,Ant-Man and the Wasp,Walt Disney,Action,19.193787890301294,23781420,9,2018,1536.93,241.48,79.0
1009,Solo: A Star Wars Story,Walt Disney,Adventure,19.18039958991065,23465149,10,2018,787.71,309.65,80.0
1010,Venom,Sony Pictures,Action,19.17881544327286,23428006,11,2018,1166.86,172.84,81.0
1011,A Star is Born,Warner Bros.,Drama,19.119600655194073,22080997,12,2018,1418.52,288.78,91.0
1012,Aquaman,Warner Bros.,Action,19.10911596062627,21850694,13,2018,1430.8,168.13,94.0
1013,Bohemian Rhapsody,20th Century Fox,Drama,19.061550635634617,20835690,14,2018,742.93,277.43,102.0
1014,A Quiet Place,Paramount Pictures,Horror,19.052082092186723,20639337,15,2018,1343.99,293.8,104.0
1015,Ralph Breaks The Internet,Walt Disney,Adventure,19.0474353817383,20543654,16,2018,806.02,200.4,106.0
1016,Crazy Rich Asians,Warner Bros.,Romantic Comedy,18.9775460957609,19156897,17,2018,1125.28,177.3,119.0
1017,Hotel Transylvania 3: Summe...,Sony Pictures,Adventure,18.936494458482976,18386398,18,2018,1404.12,202.22,129.0
1018,Halloween,Universal,Horror,18.88656031846253,17490835,19,2018,1894.14,271.4,141.0
1019,Fantastic Beasts: The Crime...,Warner Bros.,Adventure,18.87036596403432,17209864,20,2018,1689.22,273.44,145.0
1020,The Meg,Warner Bros.,Action,18.795299916885345,15965285,21,2018,1016.06,162.06,158.0
1021,Ocean's 8,Warner Bros.,Action,18.758713983003652,15391736,22,2018,1172.54,297.25,164.0
1022,Mary Poppins Returns,Walt Disney,Musical,18.748668964298407,15237899,23,2018,1350.23,309.56,165.0
1023,Ready Player One,Warner Bros.,Adventure,18.740516588602723,15114179,24,2018,624.91,163.48,167.0
1024,Spider-Man: Into The Spider...,Sony Pictures,Adventure,18.713187889494026,14706721,25,2018,645.68,271.57,172.0
1025,The Greatest Showman,20th Century Fox,Musical,18.646249001289597,13754496,26,2018,1151.44,322.09,185.0
1026,Mamma Mia: Here We Go Again!,Universal,Musical,18.608279476926104,13242034,27,2018,1205.08,249.08,196.0
1027,The Nun,Warner Bros.,Horror,18.58152428226579,12892439,28,2018,981.56,240.0,200.0
1028,Peter Rabbit,Sony Pictures,Adventure,18.56247620862319,12649186,29,2018,937.3,159.83,204.0
1029,Creed II,MGM,Drama,18.538006074877917,12343416,30,2018,1064.45,254.5,211.0
1030,Star Wars Ep. VIII: The Las...,Walt Disney,Adventure,18.44988039432796,11302196,31,2018,785.7,174.78,236.0
1031,The Equalizer 2,Sony Pictures,Action,18.441310107839026,11205747,32,2018,942.19,208.81,240.0
1032,Rampage,Warner Bros.,Action,18.430910570396467,11089817,33,2018,975.66,150.87,247.0
1033,A Wrinkle in Time,Walt Disney,Adventure,18.425455407085018,11029484,34,2018,617.32,219.95,250.0
1034,Fifty Shades Freed,Universal,Drama,18.424750053071772,11021708,35,2018,804.06,236.63,251.0
1035,Christopher Robin,Walt Disney,Adventure,18.412800193824488,10890783,36,2018,1202.71,339.81,255.0
1036,I Can Only Imagine,Roadside Attractions,Drama,18.240145814189415,9163814,37,2018,1358.65,272.94,305.0
1037,Smallfoot,Warner Bros.,Adventure,18.234069451384308,9108301,38,2018,1044.52,363.56,308.0
1038,The Post,20th Century Fox,Drama,18.199327301936012,8797293,39,2018,1747.18,211.7,314.0
1039,Night School,Universal,Comedy,18.163418979562053,8487001,40,2018,1739.74,331.37,321.0
1040,Bumblebee,Paramount Pictures,Adventure,18.084174172741726,7840408,41,2018,1061.79,344.46,346.0
1041,The First Purge,Universal,Horror,18.056675354974885,7627744,42,2018,616.74,255.65,355.0
1042,Game Night,Warner Bros.,Comedy,18.052208860370303,7593750,43,2018,1009.64,189.69,357.0
1043,Book Club,Paramount Pictures,Romantic Comedy,18.043311660009497,7526487,44,2018,1129.76,331.16,360.0
1044,The House with a Clock in i...,Universal,Comedy,18.042875548957767,7523205,45,2018,439.96,241.29,361.0
1045,Skyscraper,Universal,Action,18.04117749138533,7510441,46,2018,1147.41,186.33,363.0
1046,Insidious: The Last Key,Universal,Horror,18.031266085459013,7436370,47,2018,1795.16,321.47,365.0
1047,Instant Family,Paramount Pictures,Comedy,17.98751045728031,7118003,48,2018,1043.18,127.4,381.0
1048,The Mule,Warner Bros.,Drama,17.985585991393407,7104318,49,2018,980.15,248.98,382.0
1049,Blockers,Universal,Comedy,17.91503327371221,6620362,50,2018,1424.78,313.42,413.0
1050,Pacific Rim: Uprising,Universal,Action,17.90776168046973,6572396,51,2018,1829.62,278.55,414.0
1051,Tomb Raider,Warner Bros.,Action,17.88026843572279,6394161,52,2018,1262.58,282.22,425.0
1052,Maze Runner: The Death Cure,20th Century Fox,Action,17.87651277419501,6370191,53,2018,1782.31,220.35,428.0
1053,The Nutcracker and the Four...,Walt Disney,Adventure,17.818940827629905,6013804,54,2018,1355.25,263.73,454.0
1054,Tag,Warner Bros.,Comedy,17.81793398275159,6007752,55,2018,1129.31,127.73,456.0
1055,A Simple Favor,Lionsgate,Thriller/Suspense,17.79609994928065,5878001,56,2018,980.6,196.46,465.0
1056,Life of the Party,Warner Bros.,Comedy,17.786932229326062,5824359,57,2018,902.73,271.35,470.0
1057,The Predator,20th Century Fox,Action,17.74782054395885,5600956,58,2018,1133.75,224.87,483.0
1058,Overboard,Lionsgate,Romantic Comedy,17.733836120488352,5523175,59,2018,803.05,339.21,489.0
1059,Sicario: Day of the Soldado,Sony Pictures,Action,17.72884969690861,5495702,60,2018,1088.79,190.94,492.0
1060,I Feel Pretty,STX Entertainment,Comedy,17.703150723317588,5356267,61,2018,1812.78,271.22,500.0
1061,BlacKkKlansman,Focus Features,Black Comedy,17.697642544973192,5326846,62,2018,686.61,273.48,504.0
1062,The Shape of Water,Fox Searchlight,Drama,17.690646691112626,5289710,63,2018,1507.37,217.27,506.0
1063,Red Sparrow,20th Century Fox,Thriller/Suspense,17.662984482199093,5145390,64,2018,1350.4,326.03,518.0
1064,Breaking In,Universal,Thriller/Suspense,17.662260692686193,5141667,65,2018,1863.11,233.73,520.0
1065,Goosebumps 2: Haunted Hallo...,Sony Pictures,Horror,17.6591973548266,5125940,66,2018,1261.75,125.59,523.0
1066,12 Strong,Warner Bros.,Drama,17.640224971329676,5029606,67,2018,1791.94,337.17,531.0
1067,Den of Thieves,STX Entertainment,Action,17.62100841425667,4933877,68,2018,1091.75,348.9,544.0
1068,First Man,Universal,Drama,17.62046125011135,4931178,69,2018,1626.61,223.56,545.0
1069,Hereditary,A24,Horror,17.601277492743797,4837481,70,2018,1155.39,188.47,558.0
1070,Acrimony,Lionsgate,Thriller/Suspense,17.589399503297628,4780362,71,2018,1134.74,203.81,561.0
1071,Sherlock Gnomes,Paramount Pictures,Adventure,17.58234294538587,4746748,72,2018,1901.21,320.1,564.0
1072,Uncle Drew,Lionsgate,Comedy,17.56430723080289,4661904,73,2018,960.17,261.95,574.0
1073,Widows,20th Century Fox,Thriller/Suspense,17.55089597420526,4599799,74,2018,1371.95,187.47,580.0
1074,Pitch Perfect 3,Universal,Comedy,17.543536804230172,4566072,75,2018,856.18,370.88,582.0
1075,Truth or Dare,Universal,Thriller/Suspense,17.539057466209044,4545666,76,2018,737.07,210.81,584.0
1076,Paddington 2,Warner Bros.,Adventure,17.52643500085265,4488649,77,2018,1208.82,280.98,586.0
1077,Love  Simon,20th Century Fox,Drama,17.524838043801235,4481486,78,2018,1512.97,303.13,589.0
1078,Darkest Hour,Focus Features,Drama,17.461228381701556,4205297,79,2018,1448.01,327.24,610.0
1079,The Commuter,Lionsgate,Action,17.408535779303904,3989447,80,2018,991.08,315.45,627.0
1080,The 15:17 to Paris,Warner Bros.,Drama,17.406674807518957,3982029,81,2018,856.52,121.69,628.0
1081,Mile 22,STX Entertainment,Action,17.402045997757664,3963639,82,2018,654.36,270.48,632.0
1082,Alpha,Sony Pictures,Adventure,17.39489259009996,3935387,83,2018,733.25,257.89,634.0
1083,Peppermint,STX Entertainment,Action,17.382751136591676,3887894,84,2018,1230.5,220.35,638.0
1084,Death Wish,MGM,Action,17.3423717807396,3734031,85,2018,1017.47,374.5,657.0
1085,The Spy Who Dumped Me,Lionsgate,Comedy,17.32890708843768,3684091,86,2018,717.96,323.4,663.0
1086,Second Act,STX Entertainment,Comedy,17.305706302362868,3599601,87,2018,814.38,247.12,669.0
1087,Annihilation,Paramount Pictures,Thriller/Suspense,17.303872946481054,3593008,88,2018,935.37,294.88,672.0
1088,Green Book,Universal,Comedy,17.286016503499518,3529418,89,2018,1912.71,302.73,681.0
1089,Isle of Dogs,Fox Searchlight,Adventure,17.281722316276806,3514295,90,2018,1604.41,276.98,686.0
1090,Nobody's Fool,Paramount Pictures,Drama,17.272240718021983,3481132,91,2018,1612.75,199.08,691.0
1091,Adrift,STX Entertainment,Drama,17.26375089577682,3451702,92,2018,593.56,230.12,694.0
1092,Ferdinand,20th Century Fox,Adventure,17.245090095198155,3387888,93,2018,1101.42,238.02,702.0
1093,Robin Hood,Lionsgate,Action,17.237980499114638,3363887,94,2018,1488.89,314.49,705.0
1094,Super Troopers 2,20th Century Fox,Comedy,17.237078902121585,3360856,95,2018,804.39,124.35,707.0
1095,Slender Man,Sony Pictures,Horror,17.235360395925547,3355085,96,2018,1767.55,341.16,710.0
1096,Three Billboards Outside Eb...,Fox Searchlight,Black Comedy,17.228277783442753,3331406,97,2018,1743.34,323.43,714.0
1097,Coco,Walt Disney,Musical,17.213095288520265,3281209,98,2018,760.03,176.04,722.0
1098,Teen Titans Go! To The Movies,Warner Bros.,Adventure,17.209691246779602,3270059,99,2018,1815.06,332.86,724.0
1099,Hostiles,Entertainment Stu...,Western,17.20778050843298,3263816,100,2018,1300.92,238.06,727.0
1100,Vice,Annapurna Pictures,Black Comedy,17.207583000377205,3263172,101,2018,974.24,243.57,728.0
1101,The Hate U Give,20th Century Fox,Drama,17.205601288492574,3256712,102,2018,884.76,231.59,730.0
1102,Holmes & Watson,Sony Pictures,Comedy,17.158858075024785,3107985,103,2018,1485.85,297.77,746.0
1103,I  Tonya,Neon,Black Comedy,17.135613495738873,3036574,104,2018,1617.38,227.97,758.0
1104,Searching,Sony Pictures,Thriller/Suspense,17.074189580155064,2855669,105,2018,950.99,175.91,786.0
1105,Winchester,CBS Films,Horror,17.038052295157378,2754316,106,2018,1452.21,259.93,798.0
1106,The Strangers: Prey at Night,Aviron Pictures,Horror,17.011382695205064,2681830,107,2018,1482.4,226.56,809.0
1107,White Boy Rick,Sony Pictures,Drama,16.993765743038995,2634998,108,2018,939.73,237.91,818.0
1108,Molly's Game,STX Entertainment,Drama,16.968386057779984,2568964,109,2018,1344.64,199.73,825.0
1109,Won't You Be My Neighbor?,Focus Features,Documentary,16.943839468644963,2506673,110,2018,1307.35,305.98,835.0
1110,Overlord,Paramount Pictures,Action,16.893046019405965,2382530,111,2018,796.22,333.39,855.0
1111,The Fog,Avco Embassy,Horror,16.881016904454558,2354041,112,2018,1171.71,239.76,862.0
1112,Proud Mary,Sony Pictures,Action,16.853758015783388,2290739,113,2018,843.58,303.64,870.0
1113,The Happytime Murders,STX Entertainment,Black Comedy,16.84595590049136,2272936,114,2018,927.5,112.95,877.0
1114,Phantom Thread,Focus Features,Drama,16.84421158994423,2268975,115,2018,1072.53,324.79,878.0
1115,Superfly,Sony Pictures,Thriller/Suspense,16.837745366186674,2254350,116,2018,725.28,365.38,881.0
1116,Bad Times at the El Royale,20th Century Fox,Thriller/Suspense,16.69690407626232,1958190,117,2018,1218.21,155.45,934.0
1117,Show Dogs,Global Road,Comedy,16.691596592425885,1947824,118,2018,907.16,222.18,941.0
1118,Operation Finale,MGM,Drama,16.684096667009367,1933271,119,2018,1392.02,249.42,948.0
1119,Paul Apostle of Christ,Sony Pictures,Drama,16.68045048428169,1926234,120,2018,1049.42,278.9,949.0
1120,Lady Bird,A24,Drama,16.679185209502993,1923799,121,2018,693.17,281.44,951.0
1121,Sorry to Bother You,Annapurna Pictures,Black Comedy,16.677316846766793,1920208,122,2018,1101.09,372.69,953.0
1122,Chappaquiddick,Entertainment Stu...,Drama,16.671723317255037,1909497,123,2018,1014.24,209.37,957.0
1123,Forever My Girl,Roadside Attractions,Drama,16.61133143660337,1797592,124,2018,635.73,237.66,977.0
1124,The Favourite,Fox Searchlight,Black Comedy,16.58110393221041,1744069,125,2018,1132.49,181.92,986.0
1125,Hunter Killer,Lionsgate,Thriller/Suspense,16.57345888065292,1730786,126,2018,923.05,134.57,990.0
1126,Mortal Engines,Universal,Action,16.516480754881567,1634925,127,2018,1675.93,261.4,1013.0
1127,The Girl in the Spider's Web,Sony Pictures,Thriller/Suspense,16.51206527174033,1627722,128,2018,1896.57,251.88,1015.0
1128,The Possession of Hannah Grace,Sony Pictures,Horror,16.50218021551498,1611711,129,2018,1458.03,277.55,1018.0
1129,RBG,Magnolia Pictures,Documentary,16.45580719075459,1538678,130,2018,1875.52,301.26,1037.0
1130,Eighth Grade,A24,Drama,16.421137407198355,1486246,131,2018,1590.69,277.57,1048.0
1131,Call Me by Your Name,Sony Pictures Cla...,Drama,16.392564132159674,1444381,132,2018,1273.1,167.2,1059.0
1132,The Darkest Minds,20th Century Fox,Adventure,16.356773202517907,1393599,133,2018,832.04,325.11,1068.0
1133,All the Money in the World,Sony Pictures,Thriller/Suspense,16.33271860486323,1360476,134,2018,1670.74,230.09,1078.0
1134,Three Identical Strangers,Neon,Documentary,16.32680310137996,1352452,135,2018,1416.17,312.21,1079.0
1135,Upgrade,BH Tilt,Thriller/Suspense,16.298509556007833,1314723,136,2018,697.08,323.16,1094.0
1136,Padmavati,Paramount Pictures,Drama,16.287505880807064,1300335,137,2018,1875.54,234.66,1097.0
1137,Free Solo,Greenwich,Documentary,16.25325466828283,1256551,138,2018,1715.33,185.01,1104.0
1138,The Old Man and the Gun,Fox Searchlight,Comedy,16.231294238517265,1229258,139,2018,953.82,184.08,1108.0
1139,Hell Fest,CBS Films,Horror,16.223124901753998,1219257,140,2018,1106.98,270.76,1111.0
1140,Wonder,Lionsgate,Drama,16.20092048492695,1192482,141,2018,1180.79,237.0,1118.0
1141,The Miracle Season,LD Entertainment,Drama,16.140895742151944,1123009,142,2018,1148.26,268.71,1142.0
1142,Mary Queen of Scots,Focus Features,Drama,16.108674410112346,1087401,143,2018,1919.94,295.9,1154.0
1143,Midnight Sun,Global Road,Drama,16.073209575905654,1049513,144,2018,1834.07,252.67,1165.0
1144,Tully,Focus Features,Comedy,16.05299750659421,1028513,145,2018,1752.41,204.56,1174.0
1145,Traffik,Lionsgate,Thriller/Suspense,16.033208126088144,1008360,146,2018,902.92,213.68,1185.0
1146,Unfriended: Dark Web,OTL Releasing,Horror,15.997818319631259,973298,147,2018,1085.95,355.58,1196.0
1147,Welcome to Marwen,Universal,Drama,15.938717159097015,917441,148,2018,1412.33,217.94,1207.0
1148,Early Man,Lionsgate,Adventure,15.927848045868071,907524,149,2018,1095.27,160.26,1212.0
1149,The Wife,Sony Pictures Cla...,Drama,15.920489477271222,900870,150,2018,761.89,203.04,1215.0
1150,The Death of Stalin,IFC Films,Black Comedy,15.900742304009741,883255,151,2018,1316.8,231.23,1219.0
1151,Sanju,20th Century Fox,Drama,15.883551989618805,868202,152,2018,1647.89,236.62,1226.0
1152,Unsane,Bleecker Street,Thriller/Suspense,15.855437063181972,844132,153,2018,1609.5,292.75,1239.0
1153,Beautiful Boy,Amazon Studios,Drama,15.845080820029922,835435,154,2018,1446.29,253.59,1241.0
1154,Can You Ever Forgive Me?,Fox Searchlight,Drama,15.836258994061113,828098,155,2018,1263.38,330.91,1246.0
1155,Mid90s,A24,Drama,15.811901821678454,808171,156,2018,1138.77,233.84,1254.0
1156,Downsizing,Paramount Pictures,Comedy,15.801887895746567,800119,157,2018,1403.26,217.45,1256.0
1157,Dog Days,LD Entertainment,Romantic Comedy,15.733767573551612,747429,158,2018,1578.7,200.56,1282.0
1158,Boy Erased,Focus Features,Drama,15.728632131814866,743600,159,2018,1553.38,226.6,1285.0
1159,Hotel Artemis,Global Road,Thriller/Suspense,15.718831825091756,736348,160,2018,419.48,250.83,1289.0
1160,A.X.L.,Global Road,Drama,15.687525173837571,713653,161,2018,843.75,257.93,1297.0
1161,Fahrenheit 11/9,Briarcliff Entert...,Documentary,15.664328454552315,697289,162,2018,1316.54,298.47,1307.0
1162,Unbroken: Path to Redemption,Pure Flix Enterta...,Drama,15.642781465637958,682425,163,2018,746.84,145.84,1312.0
1163,The Hurricane Heist,Entertainment Stu...,Thriller/Suspense,15.626390068638608,671330,164,2018,1167.5,279.96,1316.0
1164,Every Day,Orion Pictures,Drama,15.625914140533038,671011,165,2018,565.64,247.1,1317.0
1165,Leave No Trace,Bleecker Street,Drama,15.614924655629105,663677,166,2018,896.42,198.79,1322.0
1166,Death of a Nation,Quality Flix,Documentary,15.588066990106007,646090,167,2018,916.49,314.51,1331.0
1167,Pandas,IMAX Films,Documentary,15.566084424908116,632042,168,2018,1229.17,296.0,1344.0
1168,God's Not Dead: A Light in ...,Pure Flix Enterta...,Drama,15.56104108030393,628862,169,2018,981.26,358.9,1347.0
1169,Kin,Lionsgate,Action,15.559146440810553,627672,170,2018,950.76,349.05,1348.0
1170,They Shall Not Grow Old,Warner Bros.,Documentary,15.556650014871462,626107,171,2018,1848.83,302.18,1349.0
1171,My Hero Academia: Two Heroes,FUNimation,Adventure,15.507005947061094,595783,172,2018,1343.05,253.05,1366.0
1172,Colette,Bleecker Street,Drama,15.45002832507402,562786,173,2018,1081.18,187.02,1388.0
1173,Action Point,Paramount Pictures,Comedy,15.436799567906935,555391,174,2018,1604.42,268.29,1391.0
1174,Beirut,Bleecker Street,Action,15.428786296513518,550957,175,2018,1638.04,188.02,1392.0
1175,Gringo,STX Entertainment,Black Comedy,15.4189008201706,545538,176,2018,923.17,308.96,1400.0
1176,Samson,Pure Flix Enterta...,Drama,15.367304103208102,518104,177,2018,715.48,369.49,1415.0
1177,Father Figures,Warner Bros.,Comedy,15.345029771702073,506691,178,2018,1449.74,291.57,1423.0
1178,Johnny English Strikes Again,Focus Features,Comedy,15.299877189891552,484322,179,2018,1883.41,261.51,1436.0
1179,If Beale Street Could Talk,Annapurna Pictures,Drama,15.299214711340628,484000,180,2018,666.3,331.56,1437.0
1180,Blindspotting,Lionsgate,Drama,15.281861626659703,475674,181,2018,782.82,100.66,1443.0
1181,Gotti,Vertical Entertai...,Drama,15.270950078974648,470512,182,2018,1414.0,226.62,1449.0
1182,Ya Veremos,Lionsgate,Drama,15.242454658769407,457294,183,2018,1407.38,210.24,1462.0
1183,Simmba,Reliance Entertai...,Action,15.23034135422633,451788,184,2018,736.14,234.66,1465.0
1184,Life Itself,Amazon Studios,Drama,15.225382520036133,449553,185,2018,633.89,320.13,1466.0
1185,Thor: Ragnarok,Walt Disney,Action,15.159194607728127,420761,186,2018,601.7,216.14,1489.0
1186,Gosnell: The Trial of Ameri...,GVN Releasing,Drama,15.11839423363544,403939,187,2018,913.52,354.87,1505.0
1187,Indivisible,Pure Flix Enterta...,Drama,15.071530217679337,385446,188,2018,1102.71,287.83,1522.0
1188,2018 Oscar Shorts,ShortsHD,Multiple Genres,15.070778101676717,385156,189,2018,657.2,180.44,1523.0
1189,Disobedience,Bleecker Street,Drama,15.06274455554501,382074,190,2018,762.78,217.61,1530.0
1190,Justice League,Warner Bros.,Action,15.061967973896365,381778,191,2018,848.19,176.37,1531.0
1191,First Reformed,A24,Thriller/Suspense,15.053379153949303,378513,192,2018,726.64,143.15,1533.0
1192,Juliet Naked,Roadside Attractions,Romantic Comedy,15.052403983010397,378144,193,2018,845.87,358.16,1535.0
1193,Bad Samaritan,Electric Entertai...,Thriller/Suspense,15.046537282359404,375932,194,2018,1090.51,199.34,1537.0
1194,The Disaster Artist,A24,Comedy,14.99687603148771,357719,195,2018,1346.08,302.25,1553.0
1195,2001: A Space Odyssey,MGM,Adventure,14.989947748779805,355249,196,2018,1668.92,266.21,1557.0
1196,The Leisure Seeker,Sony Pictures Cla...,Drama,14.986172463730835,353910,197,2018,1634.54,226.58,1559.0
1197,7 Days in Entebbe,Focus Features,Thriller/Suspense,14.975286930755995,350079,198,2018,1154.85,211.97,1566.0
1198,The Sisters Brothers,Annapurna Pictures,Western,14.960706132992915,345011,199,2018,1903.33,257.22,1575.0
1199,Thoroughbreds,Focus Features,Drama,14.93803629396371,337278,200,2018,1559.73,212.55,1584.0
1200,Avengers: Endgame,Walt Disney,Action,20.57054929491842,93708843,1,2019,740.75,309.06,1.0
1201,The Lion King,Walt Disney,Adventure,20.113794221236244,59349131,2,2019,1395.06,241.66,9.0
1202,Frozen II,Walt Disney,Adventure,19.925734404028507,49174621,3,2019,884.26,300.71,14.0
1203,Toy Story 4,Walt Disney,Adventure,19.88864266426699,47384062,4,2019,1623.61,292.68,16.0
1204,Captain Marvel,Walt Disney,Action,19.87189598825639,46597144,5,2019,1028.47,277.28,17.0
1205,Star Wars: The Rise of Skyw...,Walt Disney,Adventure,19.783466515874455,42653519,6,2019,1006.54,299.29,26.0
1206,Spider-Man: Far From Home,Sony Pictures,Action,19.783020687761194,42634507,7,2019,1776.25,214.33,27.0
1207,Aladdin,Walt Disney,Adventure,19.68920236436288,38816508,8,2019,944.61,230.66,37.0
1208,Joker,Warner Bros.,Thriller/Suspense,19.62597021409331,36438047,9,2019,1203.12,263.94,44.0
1209,It: Chapter Two,Warner Bros.,Horror,19.17017625365557,23099697,10,2019,765.86,324.4,83.0
1210,Jumanji: The Next Level,Sony Pictures,Adventure,19.07349818381526,20971019,11,2019,952.9,230.37,98.0
1211,Us,Universal,Thriller/Suspense,18.980779729414774,19114037,12,2019,1858.63,328.07,117.0
1212,Fast & Furious Presents: Ho...,Universal,Action,18.974318326545625,18990932,13,2019,1057.14,259.11,120.0
1213,John Wick: Chapter 3 �?Para...,Lionsgate,Action,18.95726584710147,18669834,14,2019,1139.6,270.2,123.0
1214,How to Train Your Dragon: T...,Universal,Adventure,18.895668836346193,17554531,15,2019,1466.77,258.24,137.0
1215,The Secret Life of Pets 2,Universal,Adventure,18.883624479441465,17344366,16,2019,1856.03,238.59,142.0
1216,Pokémon: Detective Pikachu,Warner Bros.,Adventure,18.78605515951823,15732025,17,2019,936.64,168.42,160.0
1217,Once Upon a Time...in Hollywo...,Sony Pictures,Thriller/Suspense,18.764954824033044,15403551,18,2019,1625.82,300.87,162.0
1218,Shazam!,Warner Bros.,Action,18.759804148833524,15324416,19,2019,1032.91,291.58,163.0
1219,Aquaman,Warner Bros.,Action,18.72818002447638,14847378,20,2019,1621.29,200.37,169.0
1220,Knives Out,Lionsgate,Drama,18.683963432692984,14205180,21,2019,924.1,202.84,178.0
1221,Dumbo,Walt Disney,Adventure,18.55840850574087,12529073,22,2019,885.18,272.92,207.0
1222,Maleficent: Mistress of Evil,Walt Disney,Adventure,18.545503273021694,12368421,23,2019,1228.81,263.38,209.0
1223,Glass,Universal,Thriller/Suspense,18.525477312621977,12123195,24,2019,943.27,154.3,214.0
1224,Godzilla: King of the Monsters,Warner Bros.,Action,18.52052732779008,12063334,25,2019,1272.15,197.18,216.0
1225,Ford v. Ferrari,20th Century Fox,Drama,18.515775800619366,12006150,26,2019,996.72,308.37,218.0
1226,The Upside,STX Entertainment,Comedy,18.499819938965853,11816102,27,2019,1742.99,300.18,220.0
1227,The LEGO Movie 2: The Secon...,Warner Bros.,Adventure,18.477122587784006,11550929,28,2019,986.89,231.13,228.0
1228,Hustlers,STX Entertainment,Drama,18.469118331688318,11458841,29,2019,1814.81,309.31,230.0
1229,The Addams Family,United Artists,Adventure,18.392135240250408,10609804,30,2019,799.78,217.11,260.0
1230,Downton Abbey,Focus Features,Drama,18.388713854093805,10573566,31,2019,1586.09,294.93,261.0
1231,Rocketman,Paramount Pictures,Drama,18.383686414566437,10520541,32,2019,717.64,361.24,262.0
1232,Alita: Battle Angel,20th Century Fox,Action,18.26648251299457,9357009,33,2019,1154.24,313.85,296.0
1233,Good Boys,Universal,Comedy,18.23604017232084,9076453,34,2019,1681.75,243.82,306.0
1234,Men in Black: International,Sony Pictures,Adventure,18.19755977988306,8733821,35,2019,746.07,175.59,316.0
1235,Annabelle Comes Home,Warner Bros.,Horror,18.121635568621482,8095261,36,2019,650.54,160.87,331.0
1236,Yesterday,Universal,Romantic Comedy,18.10988902202941,8000726,37,2019,1289.13,286.49,335.0
1237,Tyler Perry's A Madea Famil...,Lionsgate,Comedy,18.109484978711098,7997493,38,2019,1781.4,236.72,336.0
1238,Zombieland: Double Tap,Sony Pictures,Comedy,18.10634761273917,7972442,39,2019,1110.05,224.26,339.0
1239,Little Women,Sony Pictures,Drama,18.07116338045315,7696815,40,2019,782.07,331.91,352.0
1240,Angel Has Fallen,Lionsgate,Thriller/Suspense,18.050058066754165,7536073,41,2019,1300.3,350.6,358.0
1241,Scary Stories to Tell in th...,Lionsgate,Horror,18.048849739258785,7526973,42,2019,516.84,210.43,359.0
1242,Dark Phoenix,20th Century Fox,Action,18.00282884533234,7188425,43,2019,943.12,291.09,374.0
1243,Terminator: Dark Fate,Paramount Pictures,Action,17.946718521806357,6796187,44,2019,938.6,225.55,398.0
1244,Abominable,Universal,Adventure,17.92111259964877,6624374,45,2019,905.62,376.18,409.0
1245,Dora and the Lost City of Gold,Paramount Pictures,Adventure,17.91778927801377,6602395,46,2019,1667.99,257.92,412.0
1246,A Beautiful Day in the Neig...,Sony Pictures,Drama,17.88968576265288,6419428,47,2019,1425.99,267.98,422.0
1247,Midway,Lionsgate,Action,17.850587695710832,6173284,48,2019,1867.41,260.53,435.0
1248,Spider-Man: Into The Spider...,Sony Pictures,Adventure,17.84433770230791,6134821,49,2019,1616.45,245.32,440.0
