,title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
756,The Hunger Games: Mockingja...,Lionsgate,Thriller/Suspense,15.83553470976737,871503,157,2016,867.97,360.09,1247.0
757,Loving,Focus Features,Drama,15.82809195228341,865041,158,2016,1599.78,316.97,1249.0
758,Shut In,EuropaCorp,Thriller/Suspense,15.746718587135009,797437,159,2016,1001.09,184.92,1277.0
759,The Brothers Grimsby,Sony Pictures,Comedy,15.74180325114955,793527,160,2016,444.13,264.19,1279.0
760,The Young Messiah,Focus Features,Drama,15.682657763431882,747955,161,2016,1231.31,230.02,1300.0
761,Jackie,Fox Searchlight,Drama,15.682644161709781,747945,162,2016,1158.69,230.07,1301.0
762,Southside with You,Roadside Attractions,Drama,15.656730284259677,728811,163,2016,1005.81,106.64,1309.0
763,Captain Fantastic,Bleecker Street,Drama,15.587039258256596,679749,164,2016,1633.11,294.57,1332.0
764,Sultan,Yash Raj Films,Action,15.538238047797817,647373,165,2016,970.25,283.88,1354.0
765,Lion,Weinstein Co.,Drama,15.483915248162225,613145,166,2016,1788.17,353.12,1375.0
766,Hunt for the Wilderpeople,The Orchard,Comedy,15.465220745850786,601788,167,2016,1400.44,178.96,1385.0
767,Bleed for This,Open Road,Drama,15.44159042174211,587734,168,2016,1773.45,224.27,1389.0
768,The Danish Girl,Focus Features,Drama,15.437601877320741,585395,169,2016,1422.31,259.28,1390.0
769,The Wanderers,Warner Bros.,Drama,15.428504340791052,580093,170,2016,1422.7,223.86,1394.0
770,Incarnate,High Top Releasing,Horror,15.38407939143633,554887,171,2016,1135.54,355.48,1409.0
771,Absolutely Fabulous: The Movie,Fox Searchlight,Comedy,15.378308542812427,551694,172,2016,1598.4,194.56,1412.0
772,Hands of Stone,Weinstein Co.,Drama,15.365791071683505,544831,173,2016,1869.45,201.8,1417.0
773,Don't Think Twice,Film Arcade,Comedy,15.301193815059822,510749,174,2016,1397.58,345.73,1435.0
774,The Meddler,Sony Pictures Cla...,Comedy,15.266472884968403,493320,175,2016,1376.1,347.49,1450.0
775,Ae Dil Hai Mushkil,FIP,Drama,15.265948752967969,493061,176,2016,1628.62,239.99,1452.0
776,A Hologram for the King,Roadside Attractions,Drama,15.253565429309395,486993,177,2016,711.6,280.43,1456.0
777,Swiss Army Man,A24,Drama,15.253081038324224,486757,178,2016,1894.12,197.8,1458.0
778,Denial,Bleecker Street,Drama,15.220000373216225,470918,179,2016,1065.79,306.88,1469.0
779,45 Years,IFC Films,Drama,15.207124246344245,464894,180,2016,684.3,355.07,1475.0
780,Morgan,20th Century Fox,Thriller/Suspense,15.18038999774018,452630,181,2016,719.22,175.13,1481.0
781,Kabali,Cinegalaxy,Action,15.177280386117621,451224,182,2016,854.79,317.18,1483.0
782,The Man Who Knew Infinity,IFC Films,Drama,15.17081000112191,448314,183,2016,1036.73,198.51,1487.0
783,Where to Invade Next,Drafthouse Films,Documentary,15.157659961716528,442457,184,2016,1261.61,355.54,1490.0
784,Max Steel,Open Road,Action,15.155411181190187,441464,185,2016,806.63,330.52,1491.0
785,Batman: The Killing Joke,Fathom Events,Action,15.143910940665263,436416,186,2016,1110.24,279.65,1493.0
786,Midnight Special,Warner Bros.,Drama,15.127157339830253,429166,187,2016,749.61,383.46,1500.0
787,Rules Don't Apply,20th Century Fox,Romantic Comedy,15.11084192655413,422220,188,2016,645.25,149.54,1507.0
788,Anomalisa,Paramount Pictures,Comedy,15.082078934624617,410249,189,2016,1255.95,199.85,1520.0
789,Miss Sloane,EuropaCorp,Drama,15.066453585657301,403888,190,2016,660.43,263.0,1527.0
790,Indignation,Roadside Attractions,Drama,15.039625637781764,393197,191,2016,897.54,221.07,1542.0
791,Everybody Wants Some,Paramount Pictures,Comedy,15.03936775094972,393095,192,2016,984.44,109.82,1543.0
792,Maggie's Plan,Sony Pictures Cla...,Comedy,15.024988680179684,387483,193,2016,1188.43,303.31,1545.0
793,A Man Called Ove,Music Box Films,Comedy,15.020284841020308,385665,194,2016,1211.95,342.23,1548.0
794,Sing Street,Weinstein Co.,Musical,14.990193985750302,374233,195,2016,781.64,198.75,1556.0
795,The Mermaid,Sony Pictures,Romantic Comedy,14.987824569611416,373347,196,2016,1377.35,224.25,1558.0
796,Green Room,A24,Horror,14.985007128274882,372297,197,2016,1421.03,169.4,1560.0
797,Our Kind of Traitor,Roadside Attractions,Thriller/Suspense,14.963914731134656,364526,198,2016,674.52,318.19,1573.0
798,Compadres,Lionsgate,Comedy,14.955831807681504,361592,199,2016,1045.26,192.19,1577.0
799,The Martian,20th Century Fox,Thriller/Suspense,14.943134573689242,357030,200,2016,1256.92,324.86,1583.0
800,Star Wars Ep. VIII: The Las...,Walt Disney,Adventure,20.06397571853917,57660910,1,2017,1663.57,223.79,10.0
801,Beauty and the Beast,Walt Disney,Musical,20.03811493079943,56188870,2,2017,897.38,306.73,11.0
802,Wonder Woman,Warner Bros.,Action,19.837900468289497,45993691,3,2017,775.96,382.48,21.0
803,Guardians of the Galaxy Vol 2,Walt Disney,Action,19.781177954016304,43457424,4,2017,1210.0,218.55,28.0
804,Spider-Man: Homecoming,Sony Pictures,Action,19.62725358525081,37257652,5,2017,710.39,355.57,43.0
805,It,Warner Bros.,Horror,19.606942880188825,36508556,6,2017,1325.68,228.82,47.0
806,Thor: Ragnarok,Walt Disney,Action,19.55602716319843,34696226,7,2017,1729.56,290.17,51.0
807,Despicable Me 3,Universal,Adventure,19.39382164216309,29501036,8,2017,1455.27,320.97,57.0
808,Logan,20th Century Fox,Action,19.237270770957366,25225983,9,2017,1215.77,259.7,71.0
809,The Fate of the Furious,Universal,Action,19.235004152330802,25168870,10,2017,995.48,323.27,72.0
810,Justice League,Warner Bros.,Action,19.234035995170792,25144514,11,2017,1105.88,215.56,73.0
811,Dunkirk,Warner Bros.,Action,19.053935452421342,21000352,12,2017,1798.77,217.19,103.0
812,Coco,Walt Disney,Musical,19.00754586769917,20048405,13,2017,1325.79,259.68,112.0
813,The Lego Batman Movie,Warner Bros.,Adventure,18.984575273574425,19593131,14,2017,1850.35,170.25,115.0
814,Get Out,Universal,Horror,18.983059226416177,19563449,15,2017,1562.05,254.84,116.0
815,The Boss Baby,20th Century Fox,Adventure,18.980313863166174,19509814,16,2017,737.17,369.14,118.0
816,Pirates of the Caribbean: D...,Walt Disney,Adventure,18.96624904634756,19237332,17,2017,1320.23,268.08,122.0
817,Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,18.9454244029504,18840865,18,2017,1215.23,319.2,124.0
818,Kong: Skull Island,Warner Bros.,Adventure,18.939788845110535,18734985,19,2017,1423.78,328.65,127.0
819,Hidden Figures,20th Century Fox,Drama,18.937212045337773,18686770,20,2017,1741.9,152.57,128.0
820,Cars 3,Walt Disney,Adventure,18.845301963220642,17045832,21,2017,1170.16,288.91,149.0
821,War for the Planet of the Apes,20th Century Fox,Action,18.805127587777022,16374600,22,2017,675.34,125.58,156.0
822,Split,Universal,Horror,18.74378969542637,15400399,23,2017,1702.36,165.45,166.0
823,Transformers: The Last Knight,Paramount Pictures,Action,18.684341728852857,14511558,24,2017,1153.91,221.0,177.0
824,Wonder,Lionsgate,Drama,18.615912718164477,13551761,25,2017,1325.85,299.02,195.0
825,La La Land,Lionsgate,Musical,18.576257748951228,13024881,26,2017,1388.17,272.65,202.0
826,Girls Trip,Universal,Comedy,18.561385850104354,12832610,27,2017,622.07,228.16,205.0
827,Fifty Shades Darker,Universal,Drama,18.555508882937783,12757414,28,2017,1446.78,300.36,208.0
828,Baby Driver,Sony Pictures,Thriller/Suspense,18.496028094901654,12020720,29,2017,1802.07,227.43,221.0
829,Rogue One: A Star Wars Story,Walt Disney,Adventure,18.490109945566815,11949790,30,2017,1571.12,268.75,225.0
830,Sing,Universal,Adventure,18.4582773023416,11575387,31,2017,803.02,262.96,233.0
831,Annabelle: Creation,Warner Bros.,Horror,18.441386894321163,11381516,32,2017,897.33,208.19,239.0
832,Daddy's Home 2,Paramount Pictures,Comedy,18.43843599248454,11347980,33,2017,768.11,170.96,242.0
833,Murder on the Orient Express,20th Century Fox,Drama,18.426857866188822,11217349,34,2017,1162.33,295.29,249.0
834,Kingsman: The Golden Circle,20th Century Fox,Action,18.422948560511397,11173583,35,2017,947.39,298.98,252.0
835,John Wick: Chapter Two,Lionsgate,Action,18.33761630210182,10259663,36,2017,1370.75,270.74,271.0
836,Blade Runner 2049,Warner Bros.,Thriller/Suspense,18.333536761807423,10217894,37,2017,1107.78,171.62,274.0
837,The Emoji Movie,Sony Pictures,Adventure,18.27089816174742,9597493,38,2017,820.45,372.0,294.0
838,Power Rangers,Lionsgate,Action,18.262440295745144,9516661,39,2017,1157.34,335.86,297.0
839,The Mummy,Universal,Adventure,18.198800456883777,8929891,40,2017,899.33,316.35,315.0
840,The Hitman's Bodyguard,Lionsgate,Action,18.139227008412334,8413442,41,2017,1687.85,174.93,328.0
841,Alien: Covenant,20th Century Fox,Horror,18.12311035619108,8278933,42,2017,641.32,314.55,330.0
842,Captain Underpants: The Fir...,20th Century Fox,Adventure,18.118507513344728,8240914,43,2017,1820.28,201.17,333.0
843,A Bad Moms Christmas,STX Entertainment,Comedy,18.090675383937008,8014714,44,2017,1566.88,218.54,343.0
844,A Dog's Purpose,Universal,Drama,17.979410566731634,7170779,45,2017,886.74,373.26,386.0
845,Pitch Perfect 3,Universal,Comedy,17.963405444730657,7056923,46,2017,1738.93,280.67,390.0
846,The Lego Ninjago Movie,Warner Bros.,Adventure,17.897808770052062,6608869,47,2017,1315.97,175.99,417.0
847,Baywatch,Paramount Pictures,Comedy,17.876990720138128,6472707,48,2017,1523.81,222.28,426.0
848,The Shack,Lionsgate,Drama,17.865318213081757,6397593,49,2017,1708.48,258.29,430.0
849,Happy Death Day,Universal,Horror,17.835200626922322,6207786,50,2017,897.81,248.57,447.0
850,Ferdinand,20th Century Fox,Adventure,17.796065045789128,5969534,51,2017,1035.24,340.6,466.0
851,Atomic Blonde,Focus Features,Thriller/Suspense,17.758526773272468,5749601,52,2017,1416.99,321.34,479.0
852,American Made,Universal,Action,17.754019688628247,5723745,53,2017,1882.98,227.56,480.0
853,The Dark Tower,Sony Pictures,Western,17.74146260234221,5652322,54,2017,1023.97,167.35,485.0
854,The Greatest Showman,20th Century Fox,Musical,17.708079922393438,5466747,55,2017,1069.36,171.99,497.0
855,Tyler Perry's Boo 2! A Made...,Lionsgate,Comedy,17.672434552232204,5275314,56,2017,833.3,251.44,514.0
856,Lion,Weinstein Co.,Drama,17.65358116375205,5176789,57,2017,1160.31,285.94,525.0
857,Snatched,20th Century Fox,Comedy,17.64093325826481,5111726,58,2017,1178.69,304.41,530.0
858,The Great Wall,Universal,Action,17.625658189787885,5034236,59,2017,1679.3,226.51,540.0
859,Smurfs: The Lost Village,Sony Pictures,Adventure,17.62262365730596,5018984,60,2017,1037.83,146.7,542.0
860,Going in Style,Warner Bros.,Comedy,17.622584985098968,5018789,61,2017,933.26,232.35,543.0
861,All Eyez on Me,Lionsgate,Drama,17.62044493318218,5008060,62,2017,1181.7,328.47,546.0
862,xXx: Return of Xander Cage,Paramount Pictures,Action,17.619913006876246,5005397,63,2017,674.2,217.57,547.0
863,Passengers,Sony Pictures,Thriller/Suspense,17.614017436519344,4975974,64,2017,1909.35,285.74,550.0
864,47 Meters Down,Entertainment Stu...,Thriller/Suspense,17.60665759203791,4939486,65,2017,1783.16,261.61,556.0
865,The Big Sick,Lionsgate,Romantic Comedy,17.57374038298796,4779539,66,2017,1494.21,184.11,569.0
866,Ghost in the Shell,Paramount Pictures,Action,17.518380610640683,4522135,67,2017,1239.11,223.15,592.0
867,Valerian and the City of a ...,STX Entertainment,Adventure,17.51630301958127,4512750,68,2017,699.02,303.36,594.0
868,The Star,Sony Pictures,Adventure,17.5034883306857,4455290,69,2017,750.46,220.34,597.0
869,King Arthur: Legend of the ...,Warner Bros.,Adventure,17.483551030952864,4367343,70,2017,777.14,286.58,600.0
870,Moana,Walt Disney,Musical,17.471632547065035,4315599,71,2017,981.82,205.29,606.0
871,Jigsaw,Lionsgate,Horror,17.45448606788602,4242233,72,2017,660.46,235.76,612.0
872,American Assassin,Lionsgate,Thriller/Suspense,17.40594094612107,4041212,73,2017,1679.93,269.66,630.0
873,The Foreigner,STX Entertainment,Action,17.353378354528104,3834281,74,2017,1884.31,237.62,650.0
874,Everything Everything,Warner Bros.,Drama,17.345427691518463,3803918,75,2017,1530.37,194.17,655.0
875,Wind River,Weinstein Co.,Thriller/Suspense,17.335996774331495,3768212,76,2017,1061.56,178.85,660.0
876,Geostorm,Warner Bros.,Thriller/Suspense,17.329404937365606,3743454,77,2017,1077.49,273.45,662.0
877,Monster Trucks,Paramount Pictures,Adventure,17.3231728252432,3720196,78,2017,1581.28,220.42,664.0
878,Fist Fight,Warner Bros.,Comedy,17.2870737304504,3588296,79,2017,1747.85,292.65,679.0
879,How to Be a Latin Lover,Lionsgate,Comedy,17.285904470373424,3584103,80,2017,1890.85,221.49,682.0
880,Lady Bird,A24,Drama,17.263351770323194,3504176,81,2017,1271.4,280.47,695.0
881,Patriots Day,Lionsgate,Thriller/Suspense,17.25777220879581,3484679,82,2017,1593.32,300.53,698.0
882,Kidnap,Aviron Pictures,Thriller/Suspense,17.240362843251336,3424538,83,2017,1548.16,170.09,703.0
883,Underworld: Blood Wars,Sony Pictures,Action,17.228437972997877,3383943,84,2017,1738.85,197.5,713.0
884,The Mountain Between Us,20th Century Fox,Adventure,17.228259463133696,3383339,85,2017,1809.74,240.37,715.0
885,Life,Sony Pictures,Thriller/Suspense,17.22447840454813,3370571,86,2017,621.26,281.5,718.0
886,Why Him?,20th Century Fox,Comedy,17.206316468151712,3309907,87,2017,1233.05,362.95,729.0
887,The Nut Job 2: Nutty by Nature,Open Road,Adventure,17.160861206333774,3162822,88,2017,1438.54,306.11,745.0
888,Fences,Paramount Pictures,Drama,17.14554446408204,3114747,89,2017,1221.5,267.41,753.0
889,Rings,Paramount Pictures,Horror,17.140295396038017,3098441,90,2017,1326.52,244.15,754.0
890,Logan Lucky,Bleecker Street,Comedy,17.13977801000633,3096838,91,2017,1748.54,283.05,755.0
891,Home Again,Open Road,Romantic Comedy,17.11209840117388,3012294,92,2017,1336.46,170.71,768.0
892,Resident Evil: The Final Ch...,Sony Pictures,Horror,17.1055786685005,2992719,93,2017,1702.55,311.58,772.0
893,The House,Warner Bros.,Comedy,17.057497413674216,2852230,94,2017,1020.63,281.52,792.0
894,Gifted,Fox Searchlight,Drama,17.026403080908807,2764907,95,2017,712.94,155.78,804.0
895,Three Billboards Outside Eb...,Fox Searchlight,Black Comedy,17.000400510360517,2693939,96,2017,1501.76,198.69,815.0
896,The Bye Bye Man,STX Entertainment,Horror,16.924384267152284,2496745,97,2017,1233.13,271.43,843.0
897,Victoria and Abdul,Focus Features,Drama,16.917101048302335,2478627,98,2017,1637.46,234.98,847.0
898,Rough Night,Sony Pictures,Black Comedy,16.91134347326095,2464397,99,2017,938.2,200.43,849.0
899,My Little Pony: The Movie,Lionsgate,Adventure,16.90131691778869,2439811,100,2017,1238.23,286.66,852.0
900,Leap!,Weinstein Co.,Adventure,16.900080747702418,2436797,101,2017,468.83,250.0,853.0
901,Sleepless,Open Road,Thriller/Suspense,16.8496797760667,2317024,102,2017,841.22,324.77,873.0
902,Diary of a Wimpy Kid: The L...,20th Century Fox,Adventure,16.847513235247156,2312009,103,2017,1241.86,321.61,876.0
903,The Circle,STX Entertainment,Thriller/Suspense,16.8358302678461,2285155,104,2017,1607.99,191.2,882.0
904,Manchester-by-the Sea,Roadside Attractions,Drama,16.771705116125084,2143218,105,2017,1863.47,294.6,903.0
905,Baahubali 2: The Conclusion,Great India Films,Action,16.759201573264946,2116587,106,2017,1588.59,162.65,909.0
906,CHiPS,Warner Bros.,Action,16.73868031069305,2073596,107,2017,759.17,317.99,917.0
907,Assassin's Creed,20th Century Fox,Action,16.7187316857607,2032640,108,2017,1480.63,310.4,923.0
908,Only the Brave,Sony Pictures,Drama,16.715903491288778,2026899,109,2017,1892.23,259.91,925.0
909,Darkest Hour,Focus Features,Drama,16.71323615443069,2021500,110,2017,709.56,127.64,927.0
910,The Disaster Artist,A24,Comedy,16.69817463228182,1991281,111,2017,1888.26,246.35,933.0
911,mother!,Paramount Pictures,Thriller/Suspense,16.69470923998139,1984392,112,2017,951.28,191.09,937.0
912,The Zookeeper's Wife,Focus Features,Drama,16.674574294626996,1944836,113,2017,1182.61,228.15,954.0
913,The Glass Castle,Lionsgate,Drama,16.66465856240513,1925647,114,2017,1793.17,261.91,962.0
914,Downsizing,Paramount Pictures,Comedy,16.65813092864203,1913119,115,2017,1290.94,161.15,966.0
915,Flatliners,Sony Pictures,Horror,16.64182456802175,1882176,116,2017,1185.11,370.43,972.0
916,Detroit,Annapurna Pictures,Drama,16.6363023077568,1871810,117,2017,1052.43,251.04,974.0
917,The Shape of Water,Fox Searchlight,Drama,16.56726990973746,1746954,118,2017,1080.68,328.33,991.0
918,Moonlight,A24,Drama,16.53977283037751,1699572,119,2017,788.61,116.11,1004.0
919,The Case for Christ,Pure Flix Enterta...,Drama,16.501908975133514,1636422,120,2017,688.11,309.9,1019.0
920,Wish Upon,Broad Green Pictures,Horror,16.47587533444754,1594370,121,2017,757.8,327.34,1030.0
921,It Comes at Night,A24,Horror,16.453504250689743,1559098,122,2017,1037.76,210.85,1039.0
922,Born in China,Walt Disney,Documentary,16.445470272346753,1546623,123,2017,824.56,118.03,1042.0
923,Megan Leavey,Bleecker Street,Drama,16.41123560205648,1494571,124,2017,1811.82,205.65,1050.0
924,Father Figures,Warner Bros.,Comedy,16.371596675782513,1436487,125,2017,913.97,185.5,1063.0
925,The Founder,Weinstein Co.,Drama,16.363865525458987,1425424,126,2017,1025.76,294.64,1064.0
926,All the Money in the World,Sony Pictures,Thriller/Suspense,16.358086879766375,1417211,127,2017,1360.06,205.79,1067.0
927,Battle of the Sexes,Fox Searchlight,Drama,16.352260325959,1408977,128,2017,777.68,295.75,1070.0
928,Before I Fall,Open Road,Drama,16.320307412912747,1364668,129,2017,1260.41,191.13,1084.0
929,Night of the Living Dead,Walter Reade Orga...,Horror,16.307646347772558,1347498,130,2017,1067.97,245.56,1091.0
930,Roman J. Israel  Esq.,Sony Pictures,Drama,16.287945930315093,1321212,131,2017,996.18,204.1,1096.0
931,Unforgettable,Warner Bros.,Thriller/Suspense,16.246314004353167,1267337,132,2017,1361.42,256.76,1105.0
932,Fantastic Beasts and Where ...,Warner Bros.,Adventure,16.24578518812454,1266667,133,2017,1320.54,251.62,1106.0
933,The Beguiled,Focus Features,Western,16.174161095502654,1179115,134,2017,1389.98,257.83,1129.0
934,Live by Night,Warner Bros.,Drama,16.146059492605794,1146442,135,2017,808.82,208.88,1141.0
935,The Belko Experiment,BH Tilt,Horror,16.134640034763013,1133424,136,2017,1385.85,214.41,1146.0
936,Thank You for Your Service,Universal,Drama,16.064630526169353,1056788,137,2017,1279.14,220.49,1170.0
937,Marshall,Open Road,Drama,16.063461835870743,1055554,138,2017,1690.38,240.21,1171.0
938,Rock Dog,Lionsgate,Adventure,16.058403606656267,1050228,139,2017,1163.04,260.03,1173.0
939,The Lost City of Z,Bleecker Street,Drama,15.964284463497007,955890,140,2017,797.86,118.02,1202.0
940,Arrival,Paramount Pictures,Drama,15.93830476930312,931376,141,2017,872.2,313.62,1208.0
941,The Promise,Open Road,Drama,15.922602285519169,916865,142,2017,680.75,180.5,1214.0
942,A Cure for Wellness,20th Century Fox,Thriller/Suspense,15.908236717065677,903789,143,2017,932.08,207.12,1218.0
943,The Space Between Us,STX Entertainment,Drama,15.88051006367022,879074,144,2017,1649.74,248.3,1227.0
944,Jackie,Fox Searchlight,Drama,15.829168670596813,835080,145,2017,1348.38,179.57,1248.0
945,Gold,Weinstein Co.,Drama,15.793339828311348,805690,146,2017,1202.05,120.68,1258.0
946,Let There Be Light,Atlas Distribution,Drama,15.790988940562011,803797,147,2017,1106.15,345.39,1259.0
947,I Am Not Your Negro,Magnolia Pictures,Documentary,15.778968553310206,794193,148,2017,1119.6,243.51,1265.0
