title,artist,listType,Gross,Tickets Sold,rank_each_year,releaseYear,x,y,rank,listHighestRank
Going in Style,Warner Bros.,Comedy,45018541.0,5018789.0,61.0,2017.0,1093.1448497173708,268.903894168094,15,17.622584985098968
20th Century Women,A24,Drama,5486187.0,611615.0,163.0,2017.0,1073.4581118197743,272.4298480746762,5,15.517744036665059
A Monster Calls,Focus Features,Drama,3740823.0,417037.0,176.0,2017.0,1065.4956815397802,271.65544247278893,3,15.134816198658436
Daddy's Home 2,Paramount Pictures,Comedy,101791381.0,11347980.0,33.0,2017.0,1051.4232505143657,285.8669408116323,17,18.43843599248454
The Lost City of Z,Bleecker Street,Drama,8574339.0,955890.0,140.0,2017.0,1029.435522560804,285.13221675447636,5,15.964284463497007
Just Getting Started,Broad Green Pictures,Comedy,6036997.0,673020.0,158.0,2017.0,1019.5537428095124,286.6653276268415,5,15.613417260842876
Power Rangers,Lionsgate,Action,85364450.0,9516661.0,39.0,2017.0,998.8222460916531,294.02773510248323,17,18.262440295745144
Split,Universal,Horror,138141585.0,15400399.0,23.0,2017.0,972.08516190344,268.4518024877689,20,18.74378969542637
The Circle,STX Entertainment,Thriller/Suspense,20497844.0,2285155.0,104.0,2017.0,981.6498868008717,241.07451194183554,9,16.8358302678461
Born in China,Walt Disney,Documentary,13873211.0,1546623.0,123.0,2017.0,990.7909758237477,227.94285205148438,7,16.445470272346753
The Great Wall,Universal,Action,45157105.0,5034236.0,59.0,2017.0,1000.4184664466965,208.161258983558,15,17.625658189787885
Suburbicon,Paramount Pictures,Black Comedy,5775178.0,643832.0,160.0,2017.0,1016.4401605824606,196.1902391013583,5,15.56907963640795
The Nut Job 2: Nutty by Nature,Open Road,Adventure,28370522.0,3162822.0,88.0,2017.0,1029.3832790565198,183.68121499208146,13,17.160861206333774
Moonlight,A24,Drama,15245163.0,1699572.0,119.0,2017.0,1047.5006492520884,192.15239538189303,7,16.53977283037751
Passengers,Sony Pictures,Thriller/Suspense,44634490.0,4975974.0,64.0,2017.0,1057.9925078107321,172.81536086298576,15,17.614017436519344
Logan,20th Century Fox,Action,226277068.0,25225983.0,9.0,2017.0,1094.8689079528378,175.83713394502058,22,19.237270770957366
Ghost in the Shell,Paramount Pictures,Action,40563557.0,4522135.0,67.0,2017.0,1100.183530249071,212.45345257276333,15,17.518380610640683
A Cure for Wellness,20th Century Fox,Thriller/Suspense,8106986.0,903789.0,143.0,2017.0,1087.7421535185667,228.1127036739388,5,15.908236717065677
Battle of the Sexes,Fox Searchlight,Drama,12638526.0,1408977.0,128.0,2017.0,1096.3350956354532,236.48894064383396,7,16.352260325959
Thor: Ragnarok,Walt Disney,Action,311225150.0,34696226.0,7.0,2017.0,1123.222336077145,247.35523262549242,22,19.55602716319843
Get Out,Universal,Horror,175484140.0,19563449.0,15.0,2017.0,1121.5714110044225,289.32277301570656,20,18.983059226416177
Guardians of the Galaxy Vol 2,Walt Disney,Action,389813101.0,43457424.0,4.0,2017.0,1083.3794260727243,313.1213504306895,25,19.781177954016304
Alien: Covenant,20th Century Fox,Horror,74262031.0,8278933.0,42.0,2017.0,1041.7191710008713,318.4526867873773,17,18.12311035619108
Friend Request,Entertainment Stu...,Thriller/Suspense,3759078.0,419072.0,175.0,2017.0,1036.4737949670637,299.1527896305539,3,15.139684272530554
Trolls,20th Century Fox,Adventure,3576772.0,398748.0,181.0,2017.0,1033.2058606623725,294.12083122649074,3,15.08997127564492
Sleepless,Open Road,Thriller/Suspense,20783704.0,2317024.0,102.0,2017.0,1016.2260660574209,313.34371425444806,9,16.8496797760667
How to Be a Latin Lover,Lionsgate,Comedy,32149404.0,3584103.0,80.0,2017.0,996.9625988361983,323.9700414946982,13,17.285904470373424
The Zookeeper's Wife,Focus Features,Drama,17445186.0,1944836.0,113.0,2017.0,981.7914813329896,310.93788151625114,7,16.674574294626996
Rogue One: A Star Wars Story,Walt Disney,Adventure,107189617.0,11949790.0,30.0,2017.0,955.4877372767446,304.8458335335484,20,18.490109945566815
Victoria and Abdul,Focus Features,Drama,22233285.0,2478627.0,98.0,2017.0,944.6795832910581,277.93517008164355,9,16.917101048302335
Star Wars Ep. VIII: The Las...,Walt Disney,Adventure,517218368.0,57660910.0,1.0,2017.0,933.1060566148692,245.96559891974738,25,20.06397571853917
Father Figures,Warner Bros.,Comedy,12885287.0,1436487.0,125.0,2017.0,964.9093389475119,242.42282700072417,7,16.371596675782513
Office Christmas Party,Paramount Pictures,Comedy,3630209.0,404705.0,177.0,2017.0,971.4075477470791,234.82195320903242,3,15.104800780341188
The Beguiled,Focus Features,Western,10576669.0,1179115.0,134.0,2017.0,975.9945350442332,228.26759988198734,5,16.174161095502654
Arrival,Paramount Pictures,Drama,8354449.0,931376.0,141.0,2017.0,981.7296805778623,220.07564616458302,5,15.93830476930312
Til Death Do Us Part,Novus Content,Thriller/Suspense,3424454.0,381767.0,183.0,2017.0,982.8675636945891,212.15698327160243,3,15.046452600911978
Before I Fall,Open Road,Drama,12241072.0,1364668.0,129.0,2017.0,979.0536816176033,202.91283358096854,7,16.320307412912747
Collateral Beauty,Warner Bros.,Drama,6673543.0,743985.0,152.0,2017.0,986.6679957201031,193.63801710038678,5,15.713661461271105
The Dark Tower,Sony Pictures,Western,50701325.0,5652322.0,54.0,2017.0,999.3585192242697,178.1799896327505,15,17.74146260234221
Valerian and the City of a ...,STX Entertainment,Adventure,40479370.0,4512750.0,68.0,2017.0,1020.6744465143936,157.07000991314519,15,17.51630301958127
The Hitman's Bodyguard,Lionsgate,Action,75468583.0,8413442.0,41.0,2017.0,1048.9649416528305,142.11514833498018,17,18.139227008412334
xXx: Return of Xander Cage,Paramount Pictures,Action,44898413.0,5005397.0,63.0,2017.0,1080.9599677838441,141.55096496428794,15,17.619913006876246
Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,169002557.0,18840865.0,18.0,2017.0,1115.8987209033849,139.48129579947647,20,18.9454244029504
Three Billboards Outside Eb...,Fox Searchlight,Black Comedy,24164629.0,2693939.0,96.0,2017.0,1124.6232628287537,167.13780259611445,9,17.000400510360517
Logan Lucky,Bleecker Street,Comedy,27778642.0,3096838.0,91.0,2017.0,1124.441102792618,185.13688084254795,9,17.13977801000633
Mayweather vs. McGregor,Fathom Events,Concert/Perfor...,2620183.0,292105.0,192.0,2017.0,1114.305254959896,191.56063276116248,3,14.778754720626313
The Founder,Weinstein Co.,Drama,12786053.0,1425424.0,126.0,2017.0,1118.685318847186,200.55035135204503,7,16.363865525458987
Wonder Woman,Warner Bros.,Action,412563408.0,45993691.0,3.0,2017.0,1149.6797516655574,208.5093170051595,25,19.837900468289497
Detroit,Annapurna Pictures,Drama,16790139.0,1871810.0,117.0,2017.0,1151.3915393914247,240.46349956052413,7,16.6363023077568
Jigsaw,Lionsgate,Horror,38052832.0,4242233.0,72.0,2017.0,1155.8760474764808,259.9542457554512,13,17.45448606788602
Marshall,Open Road,Drama,9468318.0,1055554.0,138.0,2017.0,1140.0274654044156,268.4878526309178,5,16.063461835870743
Sleight,High Top Releasing,Action,3930990.0,438237.0,172.0,2017.0,1140.641254894791,276.46427178123236,3,15.184401860518799
All Eyez on Me,Lionsgate,Drama,44922302.0,5008060.0,62.0,2017.0,1156.544332503207,287.946269532289,15,17.62044493318218
My Little Pony: The Movie,Lionsgate,Adventure,21885107.0,2439811.0,100.0,2017.0,1143.6152606173491,308.1660395648664,9,16.90131691778869
Wolf Warrior 2,The H Collective,Action,2721100.0,303355.0,190.0,2017.0,1131.748410270316,309.9486956845717,3,14.81654676828449
Cars 3,Walt Disney,Adventure,152901115.0,17045832.0,21.0,2017.0,1124.3528374246462,331.7272517038396,20,18.845301963220642
Hazlo Como Hombre,Lionsgate,Comedy,2534252.0,282525.0,196.0,2017.0,1101.515087571061,334.45437136110985,3,14.745409082432458
Monster Trucks,Paramount Pictures,Adventure,33370166.0,3720196.0,78.0,2017.0,1095.3070037635393,349.2008860489534,13,17.3231728252432
The Case for Christ,Pure Flix Enterta...,Drama,14678714.0,1636422.0,120.0,2017.0,1075.9313868915578,344.24251223991195,7,16.501908975133514
Kingsman: The Golden Circle,20th Century Fox,Action,100227039.0,11173583.0,35.0,2017.0,1052.7887933230063,350.6002133119062,17,18.422948560511397
Dunkirk,Warner Bros.,Action,188373161.0,21000352.0,12.0,2017.0,1015.7917885020704,351.070993812405,20,19.053935452421342
Darkest Hour,Focus Features,Drama,18132857.0,2021500.0,110.0,2017.0,987.6874664395617,343.91927503949546,9,16.71323615443069
Tulip Fever,Weinstein Co.,Drama,2455635.0,273761.0,199.0,2017.0,983.529794784746,332.6625540955108,3,14.713895941569593
Kong: Skull Island,Warner Bros.,Adventure,168052812.0,18734985.0,19.0,2017.0,958.6984339488956,344.71676814611345,20,18.939788845110535
Despicable Me 3,Universal,Adventure,264624300.0,29501036.0,8.0,2017.0,920.2798822556722,327.74576682635836,22,19.39382164216309
Pitch Perfect 3,Universal,Comedy,63300605.0,7056923.0,46.0,2017.0,921.0369938388747,288.75311646695627,17,17.963405444730657
Baywatch,Paramount Pictures,Comedy,58060186.0,6472707.0,48.0,2017.0,896.036516172888,265.7101974575836,17,17.876990720138128
A United Kingdom,Fox Searchlight,Drama,3902185.0,435026.0,173.0,2017.0,905.1743303906019,247.91974070901907,3,15.177047210625103
The Emoji Movie,Sony Pictures,Adventure,86089513.0,9597493.0,38.0,2017.0,893.6483675546485,231.5749500800687,17,18.27089816174742
Happy Death Day,Universal,Horror,55683845.0,6207786.0,50.0,2017.0,917.229874567847,207.08183825273096,17,17.835200626922322
Doctor Strange,Walt Disney,Action,2534130.0,282511.0,197.0,2017.0,933.9998754398096,217.97986884336413,3,14.745360940836175
Sing,Universal,Adventure,103831225.0,11575387.0,31.0,2017.0,951.4311198302229,208.17417055095862,17,18.4582773023416
Fist Fight,Warner Bros.,Comedy,32187017.0,3588296.0,79.0,2017.0,970.3610792176943,184.90065260483195,13,17.2870737304504
The Boss Baby,20th Century Fox,Adventure,175003033.0,19509814.0,16.0,2017.0,975.7478395345858,152.34327535652824,20,18.980313863166174
The Promise,Open Road,Drama,8224288.0,916865.0,142.0,2017.0,1000.0540404295948,158.19208703510554,5,15.922602285519169
Molly's Game,STX Entertainment,Drama,5377480.0,599496.0,164.0,2017.0,1002.5941139016254,148.5200641465529,5,15.497730420916733
Manchester-by-the Sea,Roadside Attractions,Drama,19224674.0,2143218.0,105.0,2017.0,1009.0272660955715,136.08565411432673,9,16.771705116125084
Hidden Figures,20th Century Fox,Drama,167620331.0,18686770.0,20.0,2017.0,1026.3520054872843,112.82939893406966,20,18.937212045337773
Your Name,FUNimation,Drama,5000181.0,557433.0,166.0,2017.0,1050.255239398162,120.15301884514261,5,15.42498466974317
Coco,Walt Disney,Musical,179834199.0,20048405.0,13.0,2017.0,1071.9503924471965,107.73044527204681,20,19.00754586769917
The Bye Bye Man,STX Entertainment,Horror,22395806.0,2496745.0,97.0,2017.0,1099.9568893127391,115.25614346692164,9,16.924384267152284
The Mummy,Universal,Adventure,80101125.0,8929891.0,40.0,2017.0,1122.9738676122809,103.16405059767737,17,18.198800456883777
The Foreigner,STX Entertainment,Action,34393507.0,3834281.0,74.0,2017.0,1144.8669283358663,123.67487437814496,13,17.353378354528104
The Hero,The Orchard,Drama,4077333.0,454552.0,171.0,2017.0,1138.8782812087757,138.5118587613405,3,15.220953656170142
La La Land,Lionsgate,Musical,116833190.0,13024881.0,26.0,2017.0,1151.9518817794992,157.43488621778033,20,18.576257748951228
Resident Evil: The Final Ch...,Sony Pictures,Horror,26844692.0,2992719.0,93.0,2017.0,1169.2531828942926,180.70858338293334,9,17.1055786685005
Transformers: The Last Knight,Paramount Pictures,Action,130168683.0,14511558.0,24.0,2017.0,1193.2002314179572,197.06519877259305,20,18.684341728852857
Everything Everything,Warner Bros.,Drama,34121140.0,3803918.0,75.0,2017.0,1182.194725813343,228.17595007157016,13,17.345427691518463
Annabelle: Creation,Warner Bros.,Horror,102092201.0,11381516.0,32.0,2017.0,1185.809515515422,257.95737541371494,17,18.441386894321163
Justice League,Warner Bros.,Action,225546295.0,25144514.0,11.0,2017.0,1190.9051208564392,294.60481469954493,20,19.234035995170792
Mid90s,A24,Drama,7362439.0,808171.0,156.0,2018.0,1198.7109888158948,245.7036265882301,5,15.811901821678454
Ocean's 8,Warner Bros.,Action,140218711.0,15391736.0,22.0,2018.0,1207.996703101609,222.4920882892702,20,18.758713983003652
Breaking In,Universal,Thriller/Suspense,46840590.0,5141667.0,65.0,2018.0,1215.4193305229871,256.69595652319083,15,17.662260692686193
A.X.L.,Global Road,Drama,6501381.0,713653.0,161.0,2018.0,1195.6843514124073,259.9410450435515,5,15.687525173837571
2001: A Space Odyssey,MGM,Adventure,3236321.0,355249.0,196.0,2018.0,1190.0346335712072,265.60502670973176,3,14.989947748779805
The Wife,Sony Pictures Cla...,Drama,8206930.0,900870.0,150.0,2018.0,1186.1253219948212,272.5848034252674,5,15.920489477271222
Love  Simon,20th Century Fox,Drama,40826341.0,4481486.0,78.0,2018.0,1175.4428995850187,287.07224113724914,13,17.524838043801235
Robin Hood,Lionsgate,Action,30645013.0,3363887.0,94.0,2018.0,1153.7498480891888,283.4100673566553,9,17.237980499114638
Three Identical Strangers,Neon,Documentary,12320845.0,1352452.0,135.0,2018.0,1143.2769527864148,274.11929430070717,5,16.32680310137996
Simmba,Reliance Entertai...,Action,4115790.0,451788.0,184.0,2018.0,1138.8783749616252,267.4370407048557,3,15.23034135422633
Teen Titans Go! To The Movies,Warner Bros.,Adventure,29790236.0,3270059.0,99.0,2018.0,1128.2326995948038,261.89902698292894,9,17.209691246779602
I Feel Pretty,STX Entertainment,Comedy,48795601.0,5356267.0,61.0,2018.0,1119.1133964997266,239.69906502214803,15,17.703150723317588
Bumblebee,Paramount Pictures,Adventure,71426119.0,7840408.0,41.0,2018.0,1132.4475223401794,210.60952930789213,17,18.084174172741726
The Happytime Murders,STX Entertainment,Black Comedy,20706452.0,2272936.0,114.0,2018.0,1156.4184901241479,209.42940071322528,7,16.84595590049136
The Possession of Hannah Grace,Sony Pictures,Horror,14682696.0,1611711.0,129.0,2018.0,1170.4180357083137,209.31660250019985,7,16.50218021551498
Maze Runner: The Death Cure,20th Century Fox,Action,58032443.0,6370191.0,53.0,2018.0,1186.804521458852,194.63726039139243,15,17.87651277419501
First Man,Universal,Drama,44923035.0,4931178.0,69.0,2018.0,1216.1611677739775,188.45767164062397,15,17.62046125011135
Creed II,MGM,Drama,112448520.0,12343416.0,30.0,2018.0,1245.249061838915,207.92288211641835,20,18.538006074877917
I  Tonya,Neon,Black Comedy,27663198.0,3036574.0,104.0,2018.0,1234.2717157110092,234.7649735399299,9,17.135613495738873
Thoroughbreds,Focus Features,Drama,3072605.0,337278.0,200.0,2018.0,1223.3117535210883,239.65161132019406,3,14.93803629396371
Traffik,Lionsgate,Thriller/Suspense,9186156.0,1008360.0,146.0,2018.0,1233.7758026537078,248.75618757730342,5,16.033208126088144
Winchester,CBS Films,Horror,25091816.0,2754316.0,106.0,2018.0,1238.8711834418575,261.7960148240025,9,17.038052295157378
Bad Times at the El Royale,20th Century Fox,Thriller/Suspense,17839115.0,1958190.0,117.0,2018.0,1228.7558151282876,274.19276132785694,7,16.69690407626232
The First Purge,Universal,Horror,69488745.0,7627744.0,42.0,2018.0,1209.1835015719714,288.08248926087424,17,18.056675354974885
Upgrade,BH Tilt,Thriller/Suspense,11977130.0,1314723.0,136.0,2018.0,1196.8355771002737,269.8745579879029,5,16.298509556007833
Ready Player One,Warner Bros.,Adventure,137690172.0,15114179.0,24.0,2018.0,1187.2564304897069,317.88523332502575,20,18.740516588602723
Beautiful Boy,Amazon Studios,Drama,7610815.0,835435.0,154.0,2018.0,1167.139384089595,303.0425770891713,5,15.845080820029922
Justice League,Warner Bros.,Action,3478000.0,381778.0,191.0,2018.0,1162.5223426469515,296.5093597870365,3,15.061967973896365
Nobody's Fool,Paramount Pictures,Drama,31713110.0,3481132.0,91.0,2018.0,1151.506973762018,301.26978501266876,9,17.272240718021983
Sicario: Day of the Soldado,Sony Pictures,Action,50065850.0,5495702.0,60.0,2018.0,1130.5532090821896,289.56765931934376,15,17.72884969690861
Annihilation,Paramount Pictures,Thriller/Suspense,32732301.0,3593008.0,88.0,2018.0,1108.7127145027678,272.0464494145957,13,17.303872946481054
Smallfoot,Warner Bros.,Adventure,82976621.0,9108301.0,38.0,2018.0,1088.7118975912142,249.68650033436484,17,18.234069451384308
Fahrenheit 11/9,Briarcliff Entert...,Documentary,6352306.0,697289.0,162.0,2018.0,1100.9227639206101,231.3863707313913,5,15.664328454552315
12 Strong,Warner Bros.,Drama,45819713.0,5029606.0,67.0,2018.0,1100.457085273745,211.39179288143777,15,17.640224971329676
Overlord,Paramount Pictures,Action,21704844.0,2382530.0,111.0,2018.0,1114.6121131922891,194.55032071819645,7,16.893046019405965
Black Panther,Walt Disney,Action,700059566.0,76845177.0,1.0,2018.0,1133.3629227069493,168.61950618133838,25,20.36667598367308
Call Me by Your Name,Sony Pictures Cla...,Drama,13158311.0,1444381.0,132.0,2018.0,1147.8427599023562,194.89372005719994,5,16.392564132159674
God's Not Dead: A Light in ...,Pure Flix Enterta...,Drama,5728940.0,628862.0,169.0,2018.0,1157.5029309185525,197.47850166070916,5,15.56104108030393
A Quiet Place,Paramount Pictures,Horror,188024361.0,20639337.0,15.0,2018.0,1177.686394914985,160.84584479023675,20,19.052082092186723
Red Sparrow,20th Century Fox,Thriller/Suspense,46874505.0,5145390.0,64.0,2018.0,1212.6185454780075,158.6675755134193,15,17.662984482199093
The 15:17 to Paris,Warner Bros.,Drama,36276286.0,3982029.0,81.0,2018.0,1237.8676109536502,170.77066159122217,13,17.406674807518957
Molly's Game,STX Entertainment,Drama,23403264.0,2568964.0,109.0,2018.0,1257.0992242630193,181.45453025004127,9,16.968386057779984
Leave No Trace,Bleecker Street,Drama,6046104.0,663677.0,166.0,2018.0,1265.2074379714088,192.86754345686296,5,15.614924655629105
Super Troopers 2,20th Century Fox,Comedy,30617396.0,3360856.0,95.0,2018.0,1273.954319716038,203.79878582657884,9,17.237078902121585
Instant Family,Paramount Pictures,Comedy,64845006.0,7118003.0,48.0,2018.0,1275.1081454627513,229.7731710194226,17,17.98751045728031
Samson,Pure Flix Enterta...,Drama,4719928.0,518104.0,177.0,2018.0,1255.1375714130802,228.6886563230701,3,15.367304103208102
Boy Erased,Focus Features,Drama,6774202.0,743600.0,159.0,2018.0,1248.24113826853,232.74318587441743,5,15.728632131814866
Vice,Annapurna Pictures,Black Comedy,29727497.0,3263172.0,101.0,2018.0,1248.7280240501632,246.73471696417465,9,17.207583000377205
Pandas,IMAX Films,Documentary,5757906.0,632042.0,168.0,2018.0,1252.7726273979677,260.13774586658803,5,15.566084424908116
Early Man,Lionsgate,Adventure,8267544.0,907524.0,149.0,2018.0,1250.3327019203753,269.83551693337427,5,15.927848045868071
Searching,Sony Pictures,Thriller/Suspense,26015149.0,2855669.0,105.0,2018.0,1242.8891312749927,281.6927196408933,9,17.074189580155064
Ferdinand,20th Century Fox,Adventure,30863663.0,3387888.0,93.0,2018.0,1233.5719785038689,297.0937152009062,9,17.245090095198155
BlacKkKlansman,Focus Features,Black Comedy,48527565.0,5326846.0,62.0,2018.0,1222.254448740281,318.2576826940372,15,17.697642544973192
Venom,Sony Pictures,Action,213429141.0,23428006.0,11.0,2018.0,1209.7629634316409,350.95267917337685,20,19.17881544327286
Proud Mary,Sony Pictures,Action,20868638.0,2290739.0,113.0,2018.0,1183.5149683920827,344.6247445653614,7,16.853758015783388
The Meg,Warner Bros.,Action,145443742.0,15965285.0,21.0,2018.0,1156.5381837532614,343.50532929359804,20,18.795299916885345
Darkest Hour,Focus Features,Drama,38310263.0,4205297.0,79.0,2018.0,1136.4581952977223,317.3176592249298,13,17.461228381701556
My Hero Academia: Two Heroes,FUNimation,Adventure,5427591.0,595783.0,172.0,2018.0,1124.6146716440078,306.5598273121371,3,15.507005947061094
Downsizing,Paramount Pictures,Comedy,7289080.0,800119.0,157.0,2018.0,1116.9591825331836,304.23743921492905,5,15.801887895746567
The Strangers: Prey at Night,Aviron Pictures,Horror,24431472.0,2681830.0,107.0,2018.0,1107.036738368546,294.3609468315145,9,17.011382695205064
Halloween,Universal,Horror,159341510.0,17490835.0,19.0,2018.0,1079.0947823034837,286.59904685418064,20,18.88656031846253
Night School,Universal,Comedy,77316580.0,8487001.0,40.0,2018.0,1055.7227455910336,257.91546444347244,17,18.163418979562053
Phantom Thread,Focus Features,Drama,20670365.0,2268975.0,115.0,2018.0,1068.1171012157192,237.3635801345137,7,16.84421158994423
Ant-Man and the Wasp,Walt Disney,Action,216648740.0,23781420.0,9.0,2018.0,1063.5533201860587,208.7249366136814,22,19.193787890301294
Sherlock Gnomes,Paramount Pictures,Adventure,43242871.0,4746748.0,72.0,2018.0,1089.7535910015026,185.51834683410812,13,17.58234294538587
Mary Queen of Scots,Focus Features,Drama,9906230.0,1087401.0,143.0,2018.0,1107.7356975085702,184.7159469534515,5,16.108674410112346
Incredibles 2,Walt Disney,Adventure,608581744.0,66803704.0,3.0,2018.0,1088.0151716682467,147.5581321584538,25,20.226641798263465
Jumanji: Welcome to the Jungle,Sony Pictures,Adventure,235506359.0,25851411.0,7.0,2018.0,1127.4536892363772,121.9924651022578,22,19.277248473179338
Paddington 2,Warner Bros.,Adventure,40891591.0,4488649.0,77.0,2018.0,1160.8506594302355,132.46349092929796,13,17.52643500085265
Uncle Drew,Lionsgate,Comedy,42469946.0,4661904.0,73.0,2018.0,1186.6296708389048,129.08080401033789,13,17.56430723080289
Three Billboards Outside Eb...,Fox Searchlight,Black Comedy,30349111.0,3331406.0,97.0,2018.0,1207.7725202103065,135.1619157884764,9,17.228277783442753
Hotel Transylvania 3: Summe...,Sony Pictures,Adventure,167500092.0,18386398.0,18.0,2018.0,1236.7113858462026,133.27988079742218,20,18.936494458482976
Forever My Girl,Roadside Attractions,Drama,16376066.0,1797592.0,124.0,2018.0,1251.330018976388,155.9800033831055,7,16.61133143660337
Mary Poppins Returns,Walt Disney,Musical,138817262.0,15237899.0,23.0,2018.0,1277.8261762831066,161.17169366446979,20,18.748668964298407
The Nutcracker and the Four...,Walt Disney,Adventure,54785758.0,6013804.0,54.0,2018.0,1294.7456429618137,191.81042156410885,15,17.818940827629905
Thor: Ragnarok,Walt Disney,Action,3833139.0,420761.0,186.0,2018.0,1285.4542185008497,207.22695267477707,3,15.159194607728127
Coco,Walt Disney,Musical,29891816.0,3281209.0,98.0,2018.0,1296.9744347538863,215.70670761754383,9,17.213095288520265
Gringo,STX Entertainment,Black Comedy,4969853.0,545538.0,176.0,2018.0,1294.9831153066782,227.54033119019354,3,15.4189008201706
Book Club,Paramount Pictures,Romantic Comedy,68566296.0,7526487.0,44.0,2018.0,1305.8270532099643,244.34536051922703,17,18.043311660009497
Den of Thieves,STX Entertainment,Action,44947622.0,4933877.0,68.0,2018.0,1278.8480425494859,261.5538753819857,15,17.62100841425667
The Old Man and the Gun,Fox Searchlight,Comedy,11198543.0,1229258.0,139.0,2018.0,1263.6496375724214,248.55354899557753,5,16.231294238517265
Goosebumps 2: Haunted Hallo...,Sony Pictures,Horror,46697321.0,5125940.0,66.0,2018.0,1265.872839521618,288.6027959960436,15,17.6591973548266
Alpha,Sony Pictures,Adventure,35851379.0,3935387.0,83.0,2018.0,1250.0317223867262,311.69086668024414,13,17.39489259009996
Life Itself,Amazon Studios,Drama,4095431.0,449553.0,185.0,2018.0,1239.422267536971,323.6674883988677,3,15.225382520036133
Green Book,Universal,Comedy,32153006.0,3529418.0,89.0,2018.0,1240.7531227299714,339.61204309491563,13,17.286016503499518
Skyscraper,Universal,Action,68420120.0,7510441.0,46.0,2018.0,1241.7225085514133,369.5963771900592,17,18.04117749138533
Midnight Sun,Global Road,Drama,9561064.0,1049513.0,144.0,2018.0,1220.1106435546317,373.71065615008246,5,16.073209575905654
Action Point,Paramount Pictures,Comedy,5059608.0,555391.0,174.0,2018.0,1212.1115707606607,373.832452852635,3,15.436799567906935
Every Day,Orion Pictures,Drama,6112914.0,671011.0,165.0,2018.0,1204.254568731394,375.33828123332796,5,15.625914140533038
Can You Ever Forgive Me?,Fox Searchlight,Drama,7543969.0,828098.0,155.0,2018.0,1195.138075168623,371.22859205773887,5,15.836258994061113
Aquaman,Warner Bros.,Action,199059824.0,21850694.0,13.0,2018.0,1171.8966650653692,380.43928456223443,20,19.10911596062627
Tag,Warner Bros.,Comedy,54730625.0,6007752.0,55.0,2018.0,1137.696246931176,373.0007766845521,15,17.81793398275159
Eighth Grade,A24,Drama,13539710.0,1486246.0,131.0,2018.0,1133.5911116188936,353.42661350785784,5,16.421137407198355
Beirut,Bleecker Street,Action,5019226.0,550957.0,175.0,2018.0,1133.6185745542996,345.42666064629805,3,15.428786296513518
Mortal Engines,Universal,Action,14894175.0,1634925.0,127.0,2018.0,1129.8099509433193,336.18034320691254,7,16.516480754881567
Bad Samaritan,Electric Entertai...,Thriller/Suspense,3424744.0,375932.0,194.0,2018.0,1124.3642567472439,327.79318548079164,3,15.046537282359404
The Predator,20th Century Fox,Action,51024708.0,5600956.0,58.0,2018.0,1107.391186598038,321.8002822019012,15,17.74782054395885
Tomb Raider,Warner Bros.,Action,58250803.0,6394161.0,52.0,2018.0,1077.392168114457,321.5576095380686,15,17.88026843572279
Ralph Breaks The Internet,Walt Disney,Adventure,187152693.0,20543654.0,16.0,2018.0,1045.1956622828097,307.83226756663856,20,19.0474353817383
Indivisible,Pure Flix Enterta...,Drama,3511417.0,385446.0,188.0,2018.0,1056.116146577537,287.59015743037514,3,15.071530217679337
Gemini Man,Paramount Pictures,Action,48546770.0,5299865.0,57.0,2019.0,1354.016351263913,251.21509549751914,15,17.69803822113725
Good Boys,Universal,Comedy,83140306.0,9076453.0,34.0,2019.0,1344.6830179305798,220.60645474218848,17,18.23604017232084
Motherless Brooklyn,Warner Bros.,Drama,9277736.0,1012853.0,134.0,2019.0,1362.717140815635,233.2068679007609,5,16.043128109480715
Jumanji: The Next Level,Sony Pictures,Adventure,192094536.0,20971019.0,11.0,2019.0,1386.9478225955477,239.36105838210034,20,19.07349818381526
Terminator: Dark Fate,Paramount Pictures,Action,62253077.0,6796187.0,44.0,2019.0,1375.811396294562,274.64533263059116,17,17.946718521806357
Countdown,STX Entertainment,Horror,25617813.0,2796704.0,90.0,2019.0,1346.0045791167777,278.0443986390915,13,17.058798487791577
Happy Death Day 2U,Universal,Thriller/Suspense,28148130.0,3072940.0,86.0,2019.0,1323.8116147722067,291.5895945993056,13,17.15299148050327
Child's Play,United Artists,Horror,29208403.0,3188690.0,83.0,2019.0,1297.836919513463,292.7364190040866,13,17.189966999812125
Captive State,Focus Features,Thriller/Suspense,5958315.0,650471.0,149.0,2019.0,1286.9623310845236,278.3926633417373,5,15.600298280948426
Unplanned,Pure Flix Enterta...,Drama,19005109.0,2074793.0,107.0,2019.0,1275.2478843060492,270.7263906702045,9,16.760218395721846
Fantastic Beasts: The Crime...,Warner Bros.,Adventure,2774042.0,302843.0,183.0,2019.0,1276.909812226719,258.8420313864022,3,14.8358160203335
47 Meters Down: Uncaged,Entertainment Stu...,Thriller/Suspense,22260900.0,2430229.0,99.0,2019.0,1270.0807546168912,248.9747129988334,9,16.918342334261197
Escape Room,Sony Pictures,Horror,38762584.0,4231723.0,72.0,2019.0,1273.336024221323,227.21688176953893,13,17.47296600943138
The Addams Family,United Artists,Adventure,97185807.0,10609804.0,30.0,2019.0,1295.7586597187171,203.00478939091533,20,18.392135240250408
John Wick: Chapter 3 �?Para...,Lionsgate,Action,171015687.0,18669834.0,14.0,2019.0,1331.9083507485482,185.88171027389436,20,18.95726584710147
