Movie;Distributor;Genre;Gross;Tickets Sold;rank;releaseYear
The Hero;The Orchard;Drama;4077333;454552;171;2017
Sleight;High Top Releasing;Action;3930990;438237;172;2017
A United Kingdom;Fox Searchlight;Drama;3902185;435026;173;2017
Norman: The Moderate Rise a...;Sony Pictures Cla...;Drama;3814868;425291;174;2017
Friend Request;Entertainment Stu...;Thriller/Suspense;3759078;419072;175;2017
A Monster Calls;Focus Features;Drama;3740823;417037;176;2017
Office Christmas Party;Paramount Pictures;Comedy;3630209;404705;177;2017
Table 19;Fox Searchlight;Comedy;3614896;402998;178;2017
Their Finest;STX Entertainment;Romantic Comedy;3603484;401726;179;2017
Phoenix Forgotten;Entertainment Stu...;Horror;3600146;401354;180;2017
Trolls;20th Century Fox;Adventure;3576772;398748;181;2017
An Inconvenient Sequel;Paramount Vantage;Documentary;3496795;389832;182;2017
Til Death Do Us Part;Novus Content;Thriller/Suspense;3424454;381767;183;2017
Colossal;Neon;Drama;3194575;356139;184;2017
Dangal;UTV Communications;Action;3165967;352950;185;2017
Close Encounters of the Thi...;Columbia;Adventure;3100479;345650;186;2017
Ingrid Goes West;Neon;Black Comedy;3021133;336804;187;2017
2017 Oscar Shorts;ShortsHD;Multiple Genres;2835355;316093;188;2017
KEDi;Oscilloscope Pict...;Documentary;2834262;315971;189;2017
Wolf Warrior 2;The H Collective;Action;2721100;303355;190;2017
My Cousin Rachel;Fox Searchlight;Drama;2716368;302828;191;2017
Mayweather vs. McGregor;Fathom Events;Concert/Perfor...;2620183;292105;192;2017
Hacksaw Ridge;Lionsgate;Drama;2603050;290195;193;2017
A Question of Faith;Pure Flix Enterta...;Drama;2587072;288413;194;2017
Is Genesis History?;Fathom Events;Documentary;2570355;286550;195;2017
Hazlo Como Hombre;Lionsgate;Comedy;2534252;282525;196;2017
Doctor Strange;Walt Disney;Action;2534130;282511;197;2017
LBJ;Electric Entertai...;Drama;2468683;275215;198;2017
Tulip Fever;Weinstein Co.;Drama;2455635;273761;199;2017
The Salesman;Cohen Media Group;Drama;2402067;267788;200;2017
T2: Trainspotting;Sony Pictures;Drama;2402004;267782;201;2017
Black Panther;Walt Disney;Action;700059566;76845177;1;2018
Avengers: Infinity War;Walt Disney;Action;678815482;74513225;2;2018
Incredibles 2;Walt Disney;Adventure;608581744;66803704;3;2018
Jurassic World: Fallen Kingdom;Universal;Action;417719760;45852883;4;2018
Deadpool 2;20th Century Fox;Action;324512774;35621600;5;2018
Dr. Seuss' The Grinch;Universal;Adventure;266280410;29229463;6;2018
Jumanji: Welcome to the Jungle;Sony Pictures;Adventure;235506359;25851411;7;2018
Mission: Impossible—Fallout;Paramount Pictures;Action;220159104;24166751;8;2018
Ant-Man and the Wasp;Walt Disney;Action;216648740;23781420;9;2018
Solo: A Star Wars Story;Walt Disney;Adventure;213767512;23465149;10;2018
Venom;Sony Pictures;Action;213429141;23428006;11;2018
A Star is Born;Warner Bros.;Drama;201157885;22080997;12;2018
Aquaman;Warner Bros.;Action;199059824;21850694;13;2018
Bohemian Rhapsody;20th Century Fox;Drama;189813133;20835690;14;2018
A Quiet Place;Paramount Pictures;Horror;188024361;20639337;15;2018
Ralph Breaks The Internet;Walt Disney;Adventure;187152693;20543654;16;2018
Crazy Rich Asians;Warner Bros.;Romantic Comedy;174519335;19156897;17;2018
Hotel Transylvania 3: Summe...;Sony Pictures;Adventure;167500092;18386398;18;2018
Halloween;Universal;Horror;159341510;17490835;19;2018
Fantastic Beasts: The Crime...;Warner Bros.;Adventure;156781859;17209864;20;2018
The Meg;Warner Bros.;Action;145443742;15965285;21;2018
Ocean's 8;Warner Bros.;Action;140218711;15391736;22;2018
Mary Poppins Returns;Walt Disney;Musical;138817262;15237899;23;2018
Ready Player One;Warner Bros.;Adventure;137690172;15114179;24;2018
Spider-Man: Into The Spider...;Sony Pictures;Adventure;133978231;14706721;25;2018
The Greatest Showman;20th Century Fox;Musical;125303456;13754496;26;2018
Mamma Mia: Here We Go Again!;Universal;Musical;120634935;13242034;27;2018
The Nun;Warner Bros.;Horror;117450119;12892439;28;2018
Peter Rabbit;Sony Pictures;Adventure;115234093;12649186;29;2018
Creed II;MGM;Drama;112448520;12343416;30;2018
Star Wars Ep. VIII: The Las...;Walt Disney;Adventure;102963014;11302196;31;2018
The Equalizer 2;Sony Pictures;Action;102084362;11205747;32;2018
Rampage;Warner Bros.;Action;101028233;11089817;33;2018
A Wrinkle in Time;Walt Disney;Adventure;100478608;11029484;34;2018
Fifty Shades Freed;Universal;Drama;100407760;11021708;35;2018
Christopher Robin;Walt Disney;Adventure;99215042;10890783;36;2018
I Can Only Imagine;Roadside Attractions;Drama;83482352;9163814;37;2018
Smallfoot;Warner Bros.;Adventure;82976621;9108301;38;2018
The Post;20th Century Fox;Drama;80143337;8797293;39;2018
Night School;Universal;Comedy;77316580;8487001;40;2018
Bumblebee;Paramount Pictures;Adventure;71426119;7840408;41;2018
The First Purge;Universal;Horror;69488745;7627744;42;2018
Game Night;Warner Bros.;Comedy;69179066;7593750;43;2018
Book Club;Paramount Pictures;Romantic Comedy;68566296;7526487;44;2018
The House with a Clock in i...;Universal;Comedy;68536400;7523205;45;2018
Skyscraper;Universal;Action;68420120;7510441;46;2018
Insidious: The Last Key;Universal;Horror;67745330;7436370;47;2018
Instant Family;Paramount Pictures;Comedy;64845006;7118003;48;2018
The Mule;Warner Bros.;Drama;64720334;7104318;49;2018
Blockers;Universal;Comedy;60311495;6620362;50;2018
Pacific Rim: Uprising;Universal;Action;59874525;6572396;51;2018
Tomb Raider;Warner Bros.;Action;58250803;6394161;52;2018
Maze Runner: The Death Cure;20th Century Fox;Action;58032443;6370191;53;2018
The Nutcracker and the Four...;Walt Disney;Adventure;54785758;6013804;54;2018
Tag;Warner Bros.;Comedy;54730625;6007752;55;2018
A Simple Favor;Lionsgate;Thriller/Suspense;53548586;5878001;56;2018
Life of the Party;Warner Bros.;Comedy;53059911;5824359;57;2018
The Predator;20th Century Fox;Action;51024708;5600956;58;2018
Overboard;Lionsgate;Romantic Comedy;50316123;5523175;59;2018
Sicario: Day of the Soldado;Sony Pictures;Action;50065850;5495702;60;2018
I Feel Pretty;STX Entertainment;Comedy;48795601;5356267;61;2018
BlacKkKlansman;Focus Features;Black Comedy;48527565;5326846;62;2018
The Shape of Water;Fox Searchlight;Drama;48189258;5289710;63;2018
Red Sparrow;20th Century Fox;Thriller/Suspense;46874505;5145390;64;2018
Breaking In;Universal;Thriller/Suspense;46840590;5141667;65;2018
Goosebumps 2: Haunted Hallo...;Sony Pictures;Horror;46697321;5125940;66;2018
12 Strong;Warner Bros.;Drama;45819713;5029606;67;2018
Den of Thieves;STX Entertainment;Action;44947622;4933877;68;2018
First Man;Universal;Drama;44923035;4931178;69;2018
Hereditary;A24;Horror;44069456;4837481;70;2018
Acrimony;Lionsgate;Thriller/Suspense;43549096;4780362;71;2018
Sherlock Gnomes;Paramount Pictures;Adventure;43242871;4746748;72;2018
Uncle Drew;Lionsgate;Comedy;42469946;4661904;73;2018
Widows;20th Century Fox;Thriller/Suspense;41904173;4599799;74;2018
Pitch Perfect 3;Universal;Comedy;41596925;4566072;75;2018
Truth or Dare;Universal;Thriller/Suspense;41411015;4545666;76;2018
Paddington 2;Warner Bros.;Adventure;40891591;4488649;77;2018
Love  Simon;20th Century Fox;Drama;40826341;4481486;78;2018
Darkest Hour;Focus Features;Drama;38310263;4205297;79;2018
The Commuter;Lionsgate;Action;36343858;3989447;80;2018
The 15:17 to Paris;Warner Bros.;Drama;36276286;3982029;81;2018
Mile 22;STX Entertainment;Action;36108758;3963639;82;2018
Alpha;Sony Pictures;Adventure;35851379;3935387;83;2018
Peppermint;STX Entertainment;Action;35418723;3887894;84;2018
Death Wish;MGM;Action;34017028;3734031;85;2018
The Spy Who Dumped Me;Lionsgate;Comedy;33562069;3684091;86;2018
Second Act;STX Entertainment;Comedy;32792366;3599601;87;2018
Annihilation;Paramount Pictures;Thriller/Suspense;32732301;3593008;88;2018
Green Book;Universal;Comedy;32153006;3529418;89;2018
Isle of Dogs;Fox Searchlight;Adventure;32015231;3514295;90;2018
Nobody's Fool;Paramount Pictures;Drama;31713110;3481132;91;2018
Adrift;STX Entertainment;Drama;31445011;3451702;92;2018
Ferdinand;20th Century Fox;Adventure;30863663;3387888;93;2018
Robin Hood;Lionsgate;Action;30645013;3363887;94;2018
Super Troopers 2;20th Century Fox;Comedy;30617396;3360856;95;2018
Slender Man;Sony Pictures;Horror;30564825;3355085;96;2018
Three Billboards Outside Eb...;Fox Searchlight;Black Comedy;30349111;3331406;97;2018
Coco;Walt Disney;Musical;29891816;3281209;98;2018
Teen Titans Go! To The Movies;Warner Bros.;Adventure;29790236;3270059;99;2018
Hostiles;Entertainment Stu...;Western;29733369;3263816;100;2018
Vice;Annapurna Pictures;Black Comedy;29727497;3263172;101;2018
The Hate U Give;20th Century Fox;Drama;29668644;3256712;102;2018
Holmes & Watson;Sony Pictures;Comedy;28313749;3107985;103;2018
I  Tonya;Neon;Black Comedy;27663198;3036574;104;2018
Searching;Sony Pictures;Thriller/Suspense;26015149;2855669;105;2018
Winchester;CBS Films;Horror;25091816;2754316;106;2018
The Strangers: Prey at Night;Aviron Pictures;Horror;24431472;2681830;107;2018
White Boy Rick;Sony Pictures;Drama;24004833;2634998;108;2018
Molly's Game;STX Entertainment;Drama;23403264;2568964;109;2018
Won't You Be My Neighbor?;Focus Features;Documentary;22835787;2506673;110;2018
Overlord;Paramount Pictures;Action;21704844;2382530;111;2018
The Fog;Avco Embassy;Horror;21445318;2354041;112;2018
Proud Mary;Sony Pictures;Action;20868638;2290739;113;2018
The Happytime Murders;STX Entertainment;Black Comedy;20706452;2272936;114;2018
Phantom Thread;Focus Features;Drama;20670365;2268975;115;2018
Superfly;Sony Pictures;Thriller/Suspense;20537137;2254350;116;2018
Bad Times at the El Royale;20th Century Fox;Thriller/Suspense;17839115;1958190;117;2018
Show Dogs;Global Road;Comedy;17744685;1947824;118;2018
Operation Finale;MGM;Drama;17612099;1933271;119;2018
Paul Apostle of Christ;Sony Pictures;Drama;17547999;1926234;120;2018
Lady Bird;A24;Drama;17525810;1923799;121;2018
Sorry to Bother You;Annapurna Pictures;Black Comedy;17493096;1920208;122;2018
Chappaquiddick;Entertainment Stu...;Drama;17395521;1909497;123;2018
Forever My Girl;Roadside Attractions;Drama;16376066;1797592;124;2018
The Favourite;Fox Searchlight;Black Comedy;15888465;1744069;125;2018
Hunter Killer;Lionsgate;Thriller/Suspense;15767460;1730786;126;2018
Mortal Engines;Universal;Action;14894175;1634925;127;2018
The Girl in the Spider's Web;Sony Pictures;Thriller/Suspense;14828555;1627722;128;2018
The Possession of Hannah Grace;Sony Pictures;Horror;14682696;1611711;129;2018
RBG;Magnolia Pictures;Documentary;14017361;1538678;130;2018
Eighth Grade;A24;Drama;13539710;1486246;131;2018
Call Me by Your Name;Sony Pictures Cla...;Drama;13158311;1444381;132;2018
The Darkest Minds;20th Century Fox;Adventure;12695691;1393599;133;2018
All the Money in the World;Sony Pictures;Thriller/Suspense;12393945;1360476;134;2018
Three Identical Strangers;Neon;Documentary;12320845;1352452;135;2018
Upgrade;BH Tilt;Thriller/Suspense;11977130;1314723;136;2018
Padmavati;Paramount Pictures;Drama;11846060;1300335;137;2018
Free Solo;Greenwich;Documentary;11447188;1256551;138;2018
The Old Man and the Gun;Fox Searchlight;Comedy;11198543;1229258;139;2018
Hell Fest;CBS Films;Horror;11107431;1219257;140;2018
Wonder;Lionsgate;Drama;10863515;1192482;141;2018
The Miracle Season;LD Entertainment;Drama;10230620;1123009;142;2018
Mary Queen of Scots;Focus Features;Drama;9906230;1087401;143;2018
Midnight Sun;Global Road;Drama;9561064;1049513;144;2018
Tully;Focus Features;Comedy;9369755;1028513;145;2018
Traffik;Lionsgate;Thriller/Suspense;9186156;1008360;146;2018
Unfriended: Dark Web;OTL Releasing;Horror;8866745;973298;147;2018
Welcome to Marwen;Universal;Drama;8357895;917441;148;2018
Early Man;Lionsgate;Adventure;8267544;907524;149;2018
The Wife;Sony Pictures Cla...;Drama;8206930;900870;150;2018
The Death of Stalin;IFC Films;Black Comedy;8046456;883255;151;2018
Sanju;20th Century Fox;Drama;7909317;868202;152;2018
Unsane;Bleecker Street;Thriller/Suspense;7690044;844132;153;2018
Beautiful Boy;Amazon Studios;Drama;7610815;835435;154;2018
Can You Ever Forgive Me?;Fox Searchlight;Drama;7543969;828098;155;2018
Mid90s;A24;Drama;7362439;808171;156;2018
Downsizing;Paramount Pictures;Comedy;7289080;800119;157;2018
Dog Days;LD Entertainment;Romantic Comedy;6809080;747429;158;2018
Boy Erased;Focus Features;Drama;6774202;743600;159;2018
Hotel Artemis;Global Road;Thriller/Suspense;6708137;736348;160;2018
A.X.L.;Global Road;Drama;6501381;713653;161;2018
Fahrenheit 11/9;Briarcliff Entert...;Documentary;6352306;697289;162;2018
Unbroken: Path to Redemption;Pure Flix Enterta...;Drama;6216897;682425;163;2018
The Hurricane Heist;Entertainment Stu...;Thriller/Suspense;6115824;671330;164;2018
Every Day;Orion Pictures;Drama;6112914;671011;165;2018
Leave No Trace;Bleecker Street;Drama;6046104;663677;166;2018
Death of a Nation;Quality Flix;Documentary;5885881;646090;167;2018
Pandas;IMAX Films;Documentary;5757906;632042;168;2018
God's Not Dead: A Light in ...;Pure Flix Enterta...;Drama;5728940;628862;169;2018
Kin;Lionsgate;Action;5718096;627672;170;2018
They Shall Not Grow Old;Warner Bros.;Documentary;5703839;626107;171;2018
My Hero Academia: Two Heroes;FUNimation;Adventure;5427591;595783;172;2018
Colette;Bleecker Street;Drama;5126985;562786;173;2018
Action Point;Paramount Pictures;Comedy;5059608;555391;174;2018
Beirut;Bleecker Street;Action;5019226;550957;175;2018
Gringo;STX Entertainment;Black Comedy;4969853;545538;176;2018
Samson;Pure Flix Enterta...;Drama;4719928;518104;177;2018
Father Figures;Warner Bros.;Comedy;4615957;506691;178;2018
Johnny English Strikes Again;Focus Features;Comedy;4412170;484322;179;2018
If Beale Street Could Talk;Annapurna Pictures;Drama;4409248;484000;180;2018
Blindspotting;Lionsgate;Drama;4333394;475674;181;2018
Gotti;Vertical Entertai...;Drama;4286367;470512;182;2018
Ya Veremos;Lionsgate;Drama;4165949;457294;183;2018
Simmba;Reliance Entertai...;Action;4115790;451788;184;2018
Life Itself;Amazon Studios;Drama;4095431;449553;185;2018
Thor: Ragnarok;Walt Disney;Action;3833139;420761;186;2018
Gosnell: The Trial of Ameri...;GVN Releasing;Drama;3679893;403939;187;2018
Indivisible;Pure Flix Enterta...;Drama;3511417;385446;188;2018
2018 Oscar Shorts;ShortsHD;Multiple Genres;3508777;385156;189;2018
Disobedience;Bleecker Street;Drama;3480702;382074;190;2018
Justice League;Warner Bros.;Action;3478000;381778;191;2018
First Reformed;A24;Thriller/Suspense;3448256;378513;192;2018
Juliet Naked;Roadside Attractions;Romantic Comedy;3444895;378144;193;2018
Bad Samaritan;Electric Entertai...;Thriller/Suspense;3424744;375932;194;2018
The Disaster Artist;A24;Comedy;3258821;357719;195;2018
2001: A Space Odyssey;MGM;Adventure;3236321;355249;196;2018
The Leisure Seeker;Sony Pictures Cla...;Drama;3224126;353910;197;2018
7 Days in Entebbe;Focus Features;Thriller/Suspense;3189220;350079;198;2018
The Sisters Brothers;Annapurna Pictures;Western;3143056;345011;199;2018
Thoroughbreds;Focus Features;Drama;3072605;337278;200;2018
Sgt. Stubby: An American Hero;Fun Academy Motio...;Adventure;3054285;335267;201;2018
Avengers: Endgame;Walt Disney;Action;858373000;93708843;1;2019
The Lion King;Walt Disney;Adventure;543638043;59349131;2;2019
Frozen II;Walt Disney;Adventure;450439533;49174621;3;2019
Toy Story 4;Walt Disney;Adventure;434038008;47384062;4;2019
Captain Marvel;Walt Disney;Action;426829839;46597144;5;2019
Star Wars: The Rise of Skyw...;Walt Disney;Adventure;390706234;42653519;6;2019
Spider-Man: Far From Home;Sony Pictures;Action;390532085;42634507;7;2019
Aladdin;Walt Disney;Adventure;355559216;38816508;8;2019
Joker;Warner Bros.;Thriller/Suspense;333772511;36438047;9;2019
It: Chapter Two;Warner Bros.;Horror;211593228;23099697;10;2019
Jumanji: The Next Level;Sony Pictures;Adventure;192094536;20971019;11;2019
Us;Universal;Thriller/Suspense;175084580;19114037;12;2019
Fast & Furious Presents: Ho...;Universal;Action;173956935;18990932;13;2019
John Wick: Chapter 3 �?Para...;Lionsgate;Action;171015687;18669834;14;2019
How to Train Your Dragon: T...;Universal;Adventure;160799505;17554531;15;2019
The Secret Life of Pets 2;Universal;Adventure;158874395;17344366;16;2019
Pokémon: Detective Pikachu;Warner Bros.;Adventure;144105346;15732025;17;2019
Once Upon a Time...in Hollywo...;Sony Pictures;Thriller/Suspense;141096530;15403551;18;2019
Shazam!;Warner Bros.;Action;140371656;15324416;19;2019
Aquaman;Warner Bros.;Action;136001983;14847378;20;2019
Knives Out;Lionsgate;Drama;130119450;14205180;21;2019
Dumbo;Walt Disney;Adventure;114766307;12529073;22;2019
Maleficent: Mistress of Evil;Walt Disney;Adventure;113294737;12368421;23;2019
Glass;Universal;Thriller/Suspense;111048468;12123195;24;2019
Godzilla: King of the Monsters;Warner Bros.;Action;110500138;12063334;25;2019
Ford v. Ferrari;20th Century Fox;Drama;109976339;12006150;26;2019
The Upside;STX Entertainment;Comedy;108235497;11816102;27;2019
The LEGO Movie 2: The Secon...;Warner Bros.;Adventure;105806508;11550929;28;2019
Hustlers;STX Entertainment;Drama;104962986;11458841;29;2019
The Addams Family;United Artists;Adventure;97185807;10609804;30;2019
Downton Abbey;Focus Features;Drama;96853865;10573566;31;2019
Rocketman;Paramount Pictures;Drama;96368160;10520541;32;2019
Alita: Battle Angel;20th Century Fox;Action;85710210;9357009;33;2019
Good Boys;Universal;Comedy;83140306;9076453;34;2019
Men in Black: International;Sony Pictures;Adventure;80001807;8733821;35;2019
Annabelle Comes Home;Warner Bros.;Horror;74152591;8095261;36;2019
Yesterday;Universal;Romantic Comedy;73286650;8000726;37;2019
Tyler Perry's A Madea Famil...;Lionsgate;Comedy;73257045;7997493;38;2019
Zombieland: Double Tap;Sony Pictures;Comedy;73027571;7972442;39;2019
Little Women;Sony Pictures;Drama;70502828;7696815;40;2019
Angel Has Fallen;Lionsgate;Thriller/Suspense;69030436;7536073;41;2019
Scary Stories to Tell in th...;Lionsgate;Horror;68947075;7526973;42;2019
Dark Phoenix;20th Century Fox;Action;65845974;7188425;43;2019
Terminator: Dark Fate;Paramount Pictures;Action;62253077;6796187;44;2019
Abominable;Universal;Adventure;60679265;6624374;45;2019
Dora and the Lost City of Gold;Paramount Pictures;Adventure;60477943;6602395;46;2019
A Beautiful Day in the Neig...;Sony Pictures;Drama;58801961;6419428;47;2019
Midway;Lionsgate;Action;56547282;6173284;48;2019
Spider-Man: Into The Spider...;Sony Pictures;Adventure;56194964;6134821;49;2019
Bumblebee;Paramount Pictures;Adventure;55769470;6088370;50;2019
The Curse of La Llorona;Warner Bros.;Horror;54733739;5975299;51;2019
Pet Sematary;Paramount Pictures;Horror;54724696;5974311;52;2019
What Men Want;Paramount Pictures;Romantic Comedy;54611903;5961998;53;2019
Green Book;Universal;Comedy;52927165;5778075;54;2019
Ad Astra;20th Century Fox;Thriller/Suspense;50188370;5479079;55;2019
Isn't it Romantic;Warner Bros.;Romantic Comedy;48791187;5326549;56;2019
Gemini Man;Paramount Pictures;Action;48546770;5299865;57;2019
Spies in Disguise;20th Century Fox;Adventure;47042421;5135635;58;2019
MA;Universal;Horror;45896028;5010483;59;2019
Five Feet Apart;Lionsgate;Drama;45729221;4992273;60;2019
Wonder Park;Paramount Pictures;Adventure;45216793;4936331;61;2019
Rambo: Last Blood;Lionsgate;Action;44819352;4892942;62;2019
Playing with Fire;Paramount Pictures;Comedy;44406890;4847913;63;2019
Harriet;Focus Features;Drama;42547700;4644945;64;2019
A Dog's Way Home;Sony Pictures;Drama;41952715;4579990;65;2019
The Angry Birds Movie 2;Sony Pictures;Adventure;41657076;4547715;66;2019
Little;Universal;Comedy;40860481;4460751;67;2019
Queen & Slim;Universal;Drama;40718945;4445300;68;2019
Breakthrough;20th Century Fox;Drama;40713082;4444659;69;2019
The Mule;Warner Bros.;Drama;39084073;4266820;70;2019
Crawl;Paramount Pictures;Horror;39014193;4259191;71;2019
Escape Room;Sony Pictures;Horror;38762584;4231723;72;2019
Uncut Gems;A24;Thriller/Suspense;36556384;3990871;73;2019
The Hustle;United Artists;Comedy;35417038;3866488;74;2019
The Intruder;Sony Pictures;Thriller/Suspense;35388976;3863425;75;2019
Last Christmas;Universal;Romantic Comedy;35116450;3833674;76;2019
Overcomer;Sony Pictures;Drama;34700142;3788225;77;2019
Mary Poppins Returns;Walt Disney;Musical;33141176;3618032;78;2019
Cold Pursuit;Lionsgate;Thriller/Suspense;32138862;3508609;79;2019
Doctor Sleep;Warner Bros.;Horror;31543097;3443570;80;2019
Dragon Ball Super: Broly;FUNimation;Action;30376755;3316239;81;2019
Long Shot;Lionsgate;Romantic Comedy;30316271;3309636;82;2019
Child's Play;United Artists;Horror;29208403;3188690;83;2019
Ready or Not;Fox Searchlight;Black Comedy;28714231;3134741;84;2019
21 Bridges;STX Entertainment;Thriller/Suspense;28265017;3085700;85;2019
Happy Death Day 2U;Universal;Thriller/Suspense;28148130;3072940;86;2019
Midsommar;A24;Horror;27426363;2994144;87;2019
Bohemian Rhapsody;20th Century Fox;Drama;26490206;2891943;88;2019
The Art of Racing in the Rain;20th Century Fox;Drama;26402818;2882403;89;2019
Countdown;STX Entertainment;Horror;25617813;2796704;90;2019
Bombshell;Lionsgate;Drama;24589972;2684494;91;2019
Judy;Roadside Attractions;Drama;24027755;2623117;92;2019
Parasite;Neon;Black Comedy;23850889;2603808;93;2019
Fighting With My Family;MGM;Comedy;22958583;2506395;94;2019
On the Basis of Sex;Focus Features;Drama;22946065;2505029;95;2019
A Dog's Journey;Universal;Drama;22782371;2487158;96;2019
Booksmart;United Artists;Comedy;22680962;2476087;97;2019
Stuber;20th Century Fox;Comedy;22370452;2442189;98;2019
47 Meters Down: Uncaged;Entertainment Stu...;Thriller/Suspense;22260900;2430229;99;2019
Black and Blue;Sony Pictures;Action;22012729;2403136;100;2019
Hellboy;Lionsgate;Horror;21903748;2391238;101;2019
Jojo Rabbit;Fox Searchlight;Black Comedy;21579550;2355846;102;2019
Shaft;Warner Bros.;Comedy;21360215;2331901;103;2019
The Peanut Butter Falcon;Roadside Attractions;Adventure;20457158;2233314;104;2019
UglyDolls;STX Entertainment;Adventure;20150241;2199807;105;2019
Cats;Universal;Musical;19970095;2180141;106;2019
Unplanned;Pure Flix Enterta...;Drama;19005109;2074793;107;2019
The Favourite;Fox Searchlight;Black Comedy;18478318;2017283;108;2019
Vice;Annapurna Pictures;Black Comedy;18108785;1976941;109;2019
Richard Jewell;Warner Bros.;Drama;17822217;1945657;110;2019
Charlie's Angels;Sony Pictures;Action;17790181;1942159;111;2019
The Farewell;A24;Drama;17700478;1932366;112;2019
BrightBurn;Sony Pictures;Horror;17259427;1884216;113;2019
The Good Liar;Warner Bros.;Thriller/Suspense;16973279;1852978;114;2019
The Kid Who Would Be King;20th Century Fox;Adventure;16790790;1833055;115;2019
Missing Link;United Artists;Adventure;16649539;1817635;116;2019
Late Night;Amazon Studios;Comedy;15500045;1692144;117;2019
Miss Bala;Sony Pictures;Action;14998027;1637339;118;2019
The Prodigy;Orion Pictures;Horror;14856291;1621865;119;2019
A Star is Born;Warner Bros.;Drama;14130981;1542684;120;2019
Ralph Breaks The Internet;Walt Disney;Adventure;13939018;1521726;121;2019
Poms;STX Entertainment;Comedy;13631124;1488113;122;2019
They Shall Not Grow Old;Warner Bros.;Documentary;12253074;1337672;123;2019
The Kitchen;Warner Bros.;Drama;12180032;1329698;124;2019
After;Aviron Pictures;Drama;12138565;1325170;125;2019
Blinded by the Light;Warner Bros.;Drama;11901145;1299252;126;2019
The Lighthouse;A24;Horror;10809320;1180056;127;2019
Dark Waters;Focus Features;Drama;10633879;1160904;128;2019
Greta;Focus Features;Thriller/Suspense;10544310;1151126;129;2019
If Beale Street Could Talk;Annapurna Pictures;Drama;10506525;1147000;130;2019
The Best of Enemies;STX Entertainment;Drama;10205616;1114150;131;2019
Black Christmas;Universal;Horror;9867670;1077257;132;2019
Hotel Mumbai;Bleecker Street;Thriller/Suspense;9619500;1050163;133;2019
Motherless Brooklyn;Warner Bros.;Drama;9277736;1012853;134;2019
No Manches Frida 2;Lionsgate;Comedy;9270920;1012109;135;2019
Where'd You Go Bernadette;United Artists;Comedy;9198356;1004187;136;2019
Apollo 11;Neon;Documentary;9040224;986924;137;2019
Serenity;Aviron Pictures;Thriller/Suspense;8547045;933083;138;2019
Anna;Lionsgate;Action;7743794;845392;139;2019
Penguins;Walt Disney;Documentary;7699452;840552;140;2019
Brittany Runs a Marathon;Amazon Studios;Drama;7136342;779076;141;2019
The Dead Don't Die;Focus Features;Horror;6782066;740400;142;2019
Mary Queen of Scots;Focus Features;Drama;6742269;736056;143;2019
Jexi;Lionsgate;Comedy;6546159;714646;144;2019
Second Act;STX Entertainment;Comedy;6489861;708500;145;2019
Run the Race;Roadside Attractions;Drama;6424420;701355;146;2019
Free Solo;Greenwich;Documentary;6093902;665273;147;2019
The Current War: Director's...;101 Studios;Drama;5978673;652693;148;2019
Captive State;Focus Features;Thriller/Suspense;5958315;650471;149;2019
The Wandering Earth;CMC Pictures;Action;5875487;641428;150;2019
Arctic Dogs;Entertainment Stu...;Adventure;5801249;633324;151;2019
Gloria Bell;A24;Drama;5611123;612568;152;2019
The Mustang;Focus Features;Drama;5336840;582624;153;2019
The Goldfinch;Warner Bros.;Drama;5332621;582164;154;2019
Stan & Ollie;Sony Pictures Cla...;Drama;5235893;571604;155;2019
Don't Let Go;OTL Releasing;Thriller/Suspense;5215062;569330;156;2019
The Sun is Also a Star;Warner Bros.;Drama;4950029;540396;157;2019
Bring the Soul: The Movie;Trafalgar Releasing;Documentary;4809800;525087;158;2019
Pavarotti;CBS Films;Documentary;4686402;511615;159;2019
Tolkien;Fox Searchlight;Drama;4535154;495104;160;2019
The Last Black Man in San F...;A24;Drama;4515719;492982;161;2019
Amazing Grace;Neon;Documentary;4450454;485857;162;2019
Brian Banks;Bleecker Street;Drama;4376820;477818;163;2019
The Biggest Little Farm;Neon;Documentary;4367816;476835;164;2019
Dr. Seuss' The Grinch;Universal;Adventure;4340540;473858;165;2019
Cold War;Amazon Studios;Drama;4307930;470298;166;2019
Linda Ronstadt: The Sound o...;Greenwich;Documentary;4244894;463416;167;2019
Gully Boy;Viva Entertainment;Adventure;4216437;460309;168;2019
Uri: The Surgical Strike;PackYourBag Films;Action;4185663;456950;169;2019
Replicas;Entertainment Stu...;Thriller/Suspense;4046429;441749;170;2019
Pain & Glory;Sony Pictures Cla...;Drama;3967719;433157;171;2019
Ne Zha;Well Go USA;Adventure;3695533;403442;172;2019
Mission Mangal;FIP;Drama;3660413;399608;173;2019
War;Yash Raj Films;Action;3640355;397418;174;2019
2019 Oscar Shorts;ShortsHD;Multiple Genres;3531093;385490;175;2019
The Beach Bum;Neon;Comedy;3502600;382379;176;2019
Echo in the Canyon;Greenwich;Documentary;3355266;366295;177;2019
Jay and Silent Bob Reboot;Fathom Events;Comedy;3258824;355766;178;2019
Maiden;Sony Pictures Cla...;Documentary;3162490;345250;179;2019
Honey Boy;Amazon Studios;Drama;2980099;325338;180;2019
Friends 25th: The One With ...;Fathom Events;Comedy;2884827;314937;181;2019
IP Man: The Finale;Well Go USA;Action;2866676;312955;182;2019
Fantastic Beasts: The Crime...;Warner Bros.;Adventure;2774042;302843;183;2019
Kalank;FIP;Drama;2729336;297962;184;2019
